# idx,cos,sin,hexPair  meanR=4095.99 varR=0.08 minR=4095.38 maxR=4096.59
3805,-651,-4044,0xf034fd75
3806,-4045,644,0x0284f033
3807,-644,-4045,0xf033fd7c
3808,-4046,638,0x027ef032
3809,-638,-4046,0xf032fd82
3810,-4047,632,0x0278f031
3811,-632,-4047,0xf031fd88
3812,-4048,626,0x0272f030
3813,-626,-4048,0xf030fd8e
3814,-4049,620,0x026cf02f
3815,-620,-4049,0xf02ffd94
3816,-4050,613,0x0265f02e
3817,-613,-4050,0xf02efd9b
3818,-4051,607,0x025ff02d
3819,-607,-4051,0xf02dfda1
3820,-4052,601,0x0259f02c
3821,-601,-4052,0xf02cfda7
3822,-4053,595,0x0253f02b
3823,-595,-4053,0xf02bfdad
3824,-4053,589,0x024df02b
3825,-589,-4053,0xf02bfdb3
3826,-4054,582,0x0246f02a
3827,-582,-4054,0xf02afdba
3828,-4055,576,0x0240f029
3829,-576,-4055,0xf029fdc0
3830,-4056,570,0x023af028
3831,-570,-4056,0xf028fdc6
3832,-4057,564,0x0234f027
3833,-564,-4057,0xf027fdcc
3834,-4058,557,0x022df026
3835,-557,-4058,0xf026fdd3
3836,-4059,551,0x0227f025
3837,-551,-4059,0xf025fdd9
3838,-4060,545,0x0221f024
3839,-545,-4060,0xf024fddf
3840,-4060,539,0x021bf024
3841,-539,-4060,0xf024fde5
3842,-4061,533,0x0215f023
3843,-533,-4061,0xf023fdeb
3844,-4062,526,0x020ef022
3845,-526,-4062,0xf022fdf2
3846,-4063,520,0x0208f021
3847,-520,-4063,0xf021fdf8
3848,-4064,514,0x0202f020
3849,-514,-4064,0xf020fdfe
3850,-4064,508,0x01fcf020
3851,-508,-4064,0xf020fe04
3852,-4065,501,0x01f5f01f
3853,-501,-4065,0xf01ffe0b
3854,-4066,495,0x01eff01e
3855,-495,-4066,0xf01efe11
3856,-4067,489,0x01e9f01d
3857,-489,-4067,0xf01dfe17
3858,-4067,483,0x01e3f01d
3859,-483,-4067,0xf01dfe1d
3860,-4068,476,0x01dcf01c
3861,-476,-4068,0xf01cfe24
3862,-4069,470,0x01d6f01b
3863,-470,-4069,0xf01bfe2a
3864,-4070,464,0x01d0f01a
3865,-464,-4070,0xf01afe30
3866,-4070,458,0x01caf01a
3867,-458,-4070,0xf01afe36
3868,-4071,451,0x01c3f019
3869,-451,-4071,0xf019fe3d
3870,-4072,445,0x01bdf018
3871,-445,-4072,0xf018fe43
3872,-4072,439,0x01b7f018
3873,-439,-4072,0xf018fe49
3874,-4073,433,0x01b1f017
3875,-433,-4073,0xf017fe4f
3876,-4074,426,0x01aaf016
3877,-426,-4074,0xf016fe56
3878,-4074,420,0x01a4f016
3879,-420,-4074,0xf016fe5c
3880,-4075,414,0x019ef015
3881,-414,-4075,0xf015fe62
3882,-4076,408,0x0198f014
3883,-408,-4076,0xf014fe68
3884,-4076,401,0x0191f014
3885,-401,-4076,0xf014fe6f
3886,-4077,395,0x018bf013
3887,-395,-4077,0xf013fe75
3888,-4077,389,0x0185f013
3889,-389,-4077,0xf013fe7b
3890,-4078,383,0x017ff012
3891,-383,-4078,0xf012fe81
3892,-4079,376,0x0178f011
3893,-376,-4079,0xf011fe88
3894,-4079,370,0x0172f011
3895,-370,-4079,0xf011fe8e
3896,-4080,364,0x016cf010
3897,-364,-4080,0xf010fe94
3898,-4080,358,0x0166f010
3899,-358,-4080,0xf010fe9a
3900,-4081,351,0x015ff00f
3901,-351,-4081,0xf00ffea1
3902,-4081,345,0x0159f00f
3903,-345,-4081,0xf00ffea7
3904,-4082,339,0x0153f00e
3905,-339,-4082,0xf00efead
3906,-4082,333,0x014df00e
3907,-333,-4082,0xf00efeb3
3908,-4083,326,0x0146f00d
3909,-326,-4083,0xf00dfeba
3910,-4083,320,0x0140f00d
3911,-320,-4083,0xf00dfec0
3912,-4084,314,0x013af00c
3913,-314,-4084,0xf00cfec6
3914,-4084,308,0x0134f00c
3915,-308,-4084,0xf00cfecc
3916,-4085,301,0x012df00b
3917,-301,-4085,0xf00bfed3
3918,-4085,295,0x0127f00b
3919,-295,-4085,0xf00bfed9
3920,-4086,289,0x0121f00a
3921,-289,-4086,0xf00afedf
3922,-4086,283,0x011bf00a
3923,-283,-4086,0xf00afee5
3924,-4087,276,0x0114f009
3925,-276,-4087,0xf009feec
3926,-4087,270,0x010ef009
3927,-270,-4087,0xf009fef2
3928,-4088,264,0x0108f008
3929,-264,-4088,0xf008fef8
3930,-4088,257,0x0101f008
3931,-257,-4088,0xf008feff
3932,-4088,251,0x00fbf008
3933,-251,-4088,0xf008ff05
3934,-4089,245,0x00f5f007
3935,-245,-4089,0xf007ff0b
3936,-4089,239,0x00eff007
3937,-239,-4089,0xf007ff11
3938,-4089,232,0x00e8f007
3939,-232,-4089,0xf007ff18
3940,-4090,226,0x00e2f006
3941,-226,-4090,0xf006ff1e
3942,-4090,220,0x00dcf006
3943,-220,-4090,0xf006ff24
3944,-4090,214,0x00d6f006
3945,-214,-4090,0xf006ff2a
3946,-4091,207,0x00cff005
3947,-207,-4091,0xf005ff31
3948,-4091,201,0x00c9f005
3949,-201,-4091,0xf005ff37
3950,-4091,195,0x00c3f005
3951,-195,-4091,0xf005ff3d
3952,-4092,188,0x00bcf004
3953,-188,-4092,0xf004ff44
3954,-4092,182,0x00b6f004
3955,-182,-4092,0xf004ff4a
3956,-4092,176,0x00b0f004
3957,-176,-4092,0xf004ff50
3958,-4092,170,0x00aaf004
3959,-170,-4092,0xf004ff56
3960,-4093,163,0x00a3f003
3961,-163,-4093,0xf003ff5d
3962,-4093,157,0x009df003
3963,-157,-4093,0xf003ff63
3964,-4093,151,0x0097f003
3965,-151,-4093,0xf003ff69
3966,-4093,144,0x0090f003
3967,-144,-4093,0xf003ff70
3968,-4094,138,0x008af002
3969,-138,-4094,0xf002ff76
3970,-4094,132,0x0084f002
3971,-132,-4094,0xf002ff7c
3972,-4094,126,0x007ef002
3973,-126,-4094,0xf002ff82
3974,-4094,119,0x0077f002
3975,-119,-4094,0xf002ff89
3976,-4094,113,0x0071f002
3977,-113,-4094,0xf002ff8f
3978,-4095,107,0x006bf001
3979,-107,-4095,0xf001ff95
3980,-4095,101,0x0065f001
3981,-101,-4095,0xf001ff9b
3982,-4095,94,0x005ef001
3983,-94,-4095,0xf001ffa2
3984,-4095,88,0x0058f001
3985,-88,-4095,0xf001ffa8
3986,-4095,82,0x0052f001
3987,-82,-4095,0xf001ffae
3988,-4095,75,0x004bf001
3989,-75,-4095,0xf001ffb5
3990,-4095,69,0x0045f001
3991,-69,-4095,0xf001ffbb
3992,-4096,63,0x003ff000
3993,-63,-4096,0xf000ffc1
3994,-4096,57,0x0039f000
3995,-57,-4096,0xf000ffc7
3996,-4096,50,0x0032f000
3997,-50,-4096,0xf000ffce
3998,-4096,44,0x002cf000
3999,-44,-4096,0xf000ffd4
4000,-4096,38,0x0026f000
4001,-38,-4096,0xf000ffda
4002,-4096,31,0x001ff000
4003,-31,-4096,0xf000ffe1
4004,-4096,25,0x0019f000
4005,-25,-4096,0xf000ffe7
4006,-4096,19,0x0013f000
4007,-19,-4096,0xf000ffed
4008,-4096,13,0x000df000
4009,-13,-4096,0xf000fff3
4010,-4096,6,0x0006f000
4011,-6,-4096,0xf000fffa
4012,-4096,0,0x0000f000
4013,0,-4096,0xf0000000
4014,-4096,-6,0xfffaf000
4015,6,-4096,0xf0000006
4016,-4096,-13,0xfff3f000
4017,13,-4096,0xf000000d
4018,-4096,-19,0xffedf000
4019,19,-4096,0xf0000013
4020,-4096,-25,0xffe7f000
4021,25,-4096,0xf0000019
4022,-4096,-31,0xffe1f000
4023,31,-4096,0xf000001f
4024,-4096,-38,0xffdaf000
4025,38,-4096,0xf0000026
4026,-4096,-44,0xffd4f000
4027,44,-4096,0xf000002c
4028,-4096,-50,0xffcef000
4029,50,-4096,0xf0000032
4030,-4096,-57,0xffc7f000
4031,57,-4096,0xf0000039
4032,-4096,-63,0xffc1f000
4033,63,-4096,0xf000003f
4034,-4095,-69,0xffbbf001
4035,69,-4095,0xf0010045
4036,-4095,-75,0xffb5f001
4037,75,-4095,0xf001004b
4038,-4095,-82,0xffaef001
4039,82,-4095,0xf0010052
4040,-4095,-88,0xffa8f001
4041,88,-4095,0xf0010058
4042,-4095,-94,0xffa2f001
4043,94,-4095,0xf001005e
4044,-4095,-101,0xff9bf001
4045,101,-4095,0xf0010065
4046,-4095,-107,0xff95f001
4047,107,-4095,0xf001006b
4048,-4094,-113,0xff8ff002
4049,113,-4094,0xf0020071
4050,-4094,-119,0xff89f002
4051,119,-4094,0xf0020077
4052,-4094,-126,0xff82f002
4053,126,-4094,0xf002007e
4054,-4094,-132,0xff7cf002
4055,132,-4094,0xf0020084
4056,-4094,-138,0xff76f002
4057,138,-4094,0xf002008a
4058,-4093,-144,0xff70f003
4059,144,-4093,0xf0030090
4060,-4093,-151,0xff69f003
4061,151,-4093,0xf0030097
4062,-4093,-157,0xff63f003
4063,157,-4093,0xf003009d
4064,-4093,-163,0xff5df003
4065,163,-4093,0xf00300a3
4066,-4092,-170,0xff56f004
4067,170,-4092,0xf00400aa
4068,-4092,-176,0xff50f004
4069,176,-4092,0xf00400b0
4070,-4092,-182,0xff4af004
4071,182,-4092,0xf00400b6
4072,-4092,-188,0xff44f004
4073,188,-4092,0xf00400bc
4074,-4091,-195,0xff3df005
4075,195,-4091,0xf00500c3
4076,-4091,-201,0xff37f005
4077,201,-4091,0xf00500c9
4078,-4091,-207,0xff31f005
4079,207,-4091,0xf00500cf
4080,-4090,-214,0xff2af006
4081,214,-4090,0xf00600d6
4082,-4090,-220,0xff24f006
4083,220,-4090,0xf00600dc
4084,-4090,-226,0xff1ef006
4085,226,-4090,0xf00600e2
4086,-4089,-232,0xff18f007
4087,232,-4089,0xf00700e8
4088,-4089,-239,0xff11f007
4089,239,-4089,0xf00700ef
4090,-4089,-245,0xff0bf007
4091,245,-4089,0xf00700f5
4092,-4088,-251,0xff05f008
4093,251,-4088,0xf00800fb
4094,-4088,-257,0xfefff008
4095,257,-4088,0xf0080101
