# idx,cos,sin,hexPair  meanR=4095.99 varR=0.08 minR=4095.38 maxR=4096.59
1576,1201,3916,0x0f4c04b1
1577,-3916,1201,0x04b1f0b4
1578,1195,3918,0x0f4e04ab
1579,-3918,1195,0x04abf0b2
1580,1189,3920,0x0f5004a5
1581,-3920,1189,0x04a5f0b0
1582,1183,3921,0x0f51049f
1583,-3921,1183,0x049ff0af
1584,1177,3923,0x0f530499
1585,-3923,1177,0x0499f0ad
1586,1171,3925,0x0f550493
1587,-3925,1171,0x0493f0ab
1588,1165,3927,0x0f57048d
1589,-3927,1165,0x048df0a9
1590,1159,3929,0x0f590487
1591,-3929,1159,0x0487f0a7
1592,1153,3930,0x0f5a0481
1593,-3930,1153,0x0481f0a6
1594,1147,3932,0x0f5c047b
1595,-3932,1147,0x047bf0a4
1596,1141,3934,0x0f5e0475
1597,-3934,1141,0x0475f0a2
1598,1135,3936,0x0f60046f
1599,-3936,1135,0x046ff0a0
1600,1129,3937,0x0f610469
1601,-3937,1129,0x0469f09f
1602,1123,3939,0x0f630463
1603,-3939,1123,0x0463f09d
1604,1117,3941,0x0f65045d
1605,-3941,1117,0x045df09b
1606,1111,3943,0x0f670457
1607,-3943,1111,0x0457f099
1608,1105,3944,0x0f680451
1609,-3944,1105,0x0451f098
1610,1099,3946,0x0f6a044b
1611,-3946,1099,0x044bf096
1612,1092,3948,0x0f6c0444
1613,-3948,1092,0x0444f094
1614,1086,3949,0x0f6d043e
1615,-3949,1086,0x043ef093
1616,1080,3951,0x0f6f0438
1617,-3951,1080,0x0438f091
1618,1074,3953,0x0f710432
1619,-3953,1074,0x0432f08f
1620,1068,3954,0x0f72042c
1621,-3954,1068,0x042cf08e
1622,1062,3956,0x0f740426
1623,-3956,1062,0x0426f08c
1624,1056,3958,0x0f760420
1625,-3958,1056,0x0420f08a
1626,1050,3959,0x0f77041a
1627,-3959,1050,0x041af089
1628,1044,3961,0x0f790414
1629,-3961,1044,0x0414f087
1630,1038,3962,0x0f7a040e
1631,-3962,1038,0x040ef086
1632,1032,3964,0x0f7c0408
1633,-3964,1032,0x0408f084
1634,1026,3965,0x0f7d0402
1635,-3965,1026,0x0402f083
1636,1020,3967,0x0f7f03fc
1637,-3967,1020,0x03fcf081
1638,1014,3969,0x0f8103f6
1639,-3969,1014,0x03f6f07f
1640,1007,3970,0x0f8203ef
1641,-3970,1007,0x03eff07e
1642,1001,3972,0x0f8403e9
1643,-3972,1001,0x03e9f07c
1644,995,3973,0x0f8503e3
1645,-3973,995,0x03e3f07b
1646,989,3975,0x0f8703dd
1647,-3975,989,0x03ddf079
1648,983,3976,0x0f8803d7
1649,-3976,983,0x03d7f078
1650,977,3978,0x0f8a03d1
1651,-3978,977,0x03d1f076
1652,971,3979,0x0f8b03cb
1653,-3979,971,0x03cbf075
1654,965,3981,0x0f8d03c5
1655,-3981,965,0x03c5f073
1656,959,3982,0x0f8e03bf
1657,-3982,959,0x03bff072
1658,953,3984,0x0f9003b9
1659,-3984,953,0x03b9f070
1660,946,3985,0x0f9103b2
1661,-3985,946,0x03b2f06f
1662,940,3987,0x0f9303ac
1663,-3987,940,0x03acf06d
1664,934,3988,0x0f9403a6
1665,-3988,934,0x03a6f06c
1666,928,3989,0x0f9503a0
1667,-3989,928,0x03a0f06b
1668,922,3991,0x0f97039a
1669,-3991,922,0x039af069
1670,916,3992,0x0f980394
1671,-3992,916,0x0394f068
1672,910,3994,0x0f9a038e
1673,-3994,910,0x038ef066
1674,904,3995,0x0f9b0388
1675,-3995,904,0x0388f065
1676,897,3996,0x0f9c0381
1677,-3996,897,0x0381f064
1678,891,3998,0x0f9e037b
1679,-3998,891,0x037bf062
1680,885,3999,0x0f9f0375
1681,-3999,885,0x0375f061
1682,879,4001,0x0fa1036f
1683,-4001,879,0x036ff05f
1684,873,4002,0x0fa20369
1685,-4002,873,0x0369f05e
1686,867,4003,0x0fa30363
1687,-4003,867,0x0363f05d
1688,861,4005,0x0fa5035d
1689,-4005,861,0x035df05b
1690,854,4006,0x0fa60356
1691,-4006,854,0x0356f05a
1692,848,4007,0x0fa70350
1693,-4007,848,0x0350f059
1694,842,4008,0x0fa8034a
1695,-4008,842,0x034af058
1696,836,4010,0x0faa0344
1697,-4010,836,0x0344f056
1698,830,4011,0x0fab033e
1699,-4011,830,0x033ef055
1700,824,4012,0x0fac0338
1701,-4012,824,0x0338f054
1702,818,4014,0x0fae0332
1703,-4014,818,0x0332f052
1704,811,4015,0x0faf032b
1705,-4015,811,0x032bf051
1706,805,4016,0x0fb00325
1707,-4016,805,0x0325f050
1708,799,4017,0x0fb1031f
1709,-4017,799,0x031ff04f
1710,793,4019,0x0fb30319
1711,-4019,793,0x0319f04d
1712,787,4020,0x0fb40313
1713,-4020,787,0x0313f04c
1714,781,4021,0x0fb5030d
1715,-4021,781,0x030df04b
1716,774,4022,0x0fb60306
1717,-4022,774,0x0306f04a
1718,768,4023,0x0fb70300
1719,-4023,768,0x0300f049
1720,762,4024,0x0fb802fa
1721,-4024,762,0x02faf048
1722,756,4026,0x0fba02f4
1723,-4026,756,0x02f4f046
1724,750,4027,0x0fbb02ee
1725,-4027,750,0x02eef045
1726,744,4028,0x0fbc02e8
1727,-4028,744,0x02e8f044
1728,737,4029,0x0fbd02e1
1729,-4029,737,0x02e1f043
1730,731,4030,0x0fbe02db
1731,-4030,731,0x02dbf042
1732,725,4031,0x0fbf02d5
1733,-4031,725,0x02d5f041
1734,719,4032,0x0fc002cf
1735,-4032,719,0x02cff040
1736,713,4034,0x0fc202c9
1737,-4034,713,0x02c9f03e
1738,706,4035,0x0fc302c2
1739,-4035,706,0x02c2f03d
1740,700,4036,0x0fc402bc
1741,-4036,700,0x02bcf03c
1742,694,4037,0x0fc502b6
1743,-4037,694,0x02b6f03b
1744,688,4038,0x0fc602b0
1745,-4038,688,0x02b0f03a
1746,682,4039,0x0fc702aa
1747,-4039,682,0x02aaf039
1748,675,4040,0x0fc802a3
1749,-4040,675,0x02a3f038
1750,669,4041,0x0fc9029d
1751,-4041,669,0x029df037
1752,663,4042,0x0fca0297
1753,-4042,663,0x0297f036
1754,657,4043,0x0fcb0291
1755,-4043,657,0x0291f035
1756,651,4044,0x0fcc028b
1757,-4044,651,0x028bf034
1758,644,4045,0x0fcd0284
1759,-4045,644,0x0284f033
1760,638,4046,0x0fce027e
1761,-4046,638,0x027ef032
1762,632,4047,0x0fcf0278
1763,-4047,632,0x0278f031
1764,626,4048,0x0fd00272
1765,-4048,626,0x0272f030
1766,620,4049,0x0fd1026c
1767,-4049,620,0x026cf02f
1768,613,4050,0x0fd20265
1769,-4050,613,0x0265f02e
1770,607,4051,0x0fd3025f
1771,-4051,607,0x025ff02d
1772,601,4052,0x0fd40259
1773,-4052,601,0x0259f02c
1774,595,4053,0x0fd50253
1775,-4053,595,0x0253f02b
1776,589,4053,0x0fd5024d
1777,-4053,589,0x024df02b
1778,582,4054,0x0fd60246
1779,-4054,582,0x0246f02a
1780,576,4055,0x0fd70240
1781,-4055,576,0x0240f029
1782,570,4056,0x0fd8023a
1783,-4056,570,0x023af028
1784,564,4057,0x0fd90234
1785,-4057,564,0x0234f027
1786,557,4058,0x0fda022d
1787,-4058,557,0x022df026
1788,551,4059,0x0fdb0227
1789,-4059,551,0x0227f025
1790,545,4060,0x0fdc0221
1791,-4060,545,0x0221f024
1792,539,4060,0x0fdc021b
1793,-4060,539,0x021bf024
1794,533,4061,0x0fdd0215
1795,-4061,533,0x0215f023
1796,526,4062,0x0fde020e
1797,-4062,526,0x020ef022
1798,520,4063,0x0fdf0208
1799,-4063,520,0x0208f021
1800,514,4064,0x0fe00202
1801,-4064,514,0x0202f020
1802,508,4064,0x0fe001fc
1803,-4064,508,0x01fcf020
1804,501,4065,0x0fe101f5
1805,-4065,501,0x01f5f01f
1806,495,4066,0x0fe201ef
1807,-4066,495,0x01eff01e
1808,489,4067,0x0fe301e9
1809,-4067,489,0x01e9f01d
1810,483,4067,0x0fe301e3
1811,-4067,483,0x01e3f01d
1812,476,4068,0x0fe401dc
1813,-4068,476,0x01dcf01c
1814,470,4069,0x0fe501d6
1815,-4069,470,0x01d6f01b
1816,464,4070,0x0fe601d0
1817,-4070,464,0x01d0f01a
1818,458,4070,0x0fe601ca
1819,-4070,458,0x01caf01a
1820,451,4071,0x0fe701c3
1821,-4071,451,0x01c3f019
1822,445,4072,0x0fe801bd
1823,-4072,445,0x01bdf018
1824,439,4072,0x0fe801b7
1825,-4072,439,0x01b7f018
1826,433,4073,0x0fe901b1
1827,-4073,433,0x01b1f017
1828,426,4074,0x0fea01aa
1829,-4074,426,0x01aaf016
1830,420,4074,0x0fea01a4
1831,-4074,420,0x01a4f016
1832,414,4075,0x0feb019e
1833,-4075,414,0x019ef015
1834,408,4076,0x0fec0198
1835,-4076,408,0x0198f014
1836,401,4076,0x0fec0191
1837,-4076,401,0x0191f014
1838,395,4077,0x0fed018b
1839,-4077,395,0x018bf013
1840,389,4077,0x0fed0185
1841,-4077,389,0x0185f013
1842,383,4078,0x0fee017f
1843,-4078,383,0x017ff012
1844,376,4079,0x0fef0178
1845,-4079,376,0x0178f011
1846,370,4079,0x0fef0172
1847,-4079,370,0x0172f011
1848,364,4080,0x0ff0016c
1849,-4080,364,0x016cf010
1850,358,4080,0x0ff00166
1851,-4080,358,0x0166f010
1852,351,4081,0x0ff1015f
1853,-4081,351,0x015ff00f
1854,345,4081,0x0ff10159
1855,-4081,345,0x0159f00f
1856,339,4082,0x0ff20153
1857,-4082,339,0x0153f00e
1858,333,4082,0x0ff2014d
1859,-4082,333,0x014df00e
1860,326,4083,0x0ff30146
1861,-4083,326,0x0146f00d
1862,320,4083,0x0ff30140
1863,-4083,320,0x0140f00d
1864,314,4084,0x0ff4013a
1865,-4084,314,0x013af00c
1866,308,4084,0x0ff40134
1867,-4084,308,0x0134f00c
1868,301,4085,0x0ff5012d
1869,-4085,301,0x012df00b
1870,295,4085,0x0ff50127
1871,-4085,295,0x0127f00b
1872,289,4086,0x0ff60121
1873,-4086,289,0x0121f00a
1874,283,4086,0x0ff6011b
1875,-4086,283,0x011bf00a
1876,276,4087,0x0ff70114
1877,-4087,276,0x0114f009
1878,270,4087,0x0ff7010e
1879,-4087,270,0x010ef009
1880,264,4088,0x0ff80108
1881,-4088,264,0x0108f008
1882,257,4088,0x0ff80101
1883,-4088,257,0x0101f008
1884,251,4088,0x0ff800fb
1885,-4088,251,0x00fbf008
1886,245,4089,0x0ff900f5
1887,-4089,245,0x00f5f007
1888,239,4089,0x0ff900ef
1889,-4089,239,0x00eff007
1890,232,4089,0x0ff900e8
1891,-4089,232,0x00e8f007
1892,226,4090,0x0ffa00e2
1893,-4090,226,0x00e2f006
1894,220,4090,0x0ffa00dc
1895,-4090,220,0x00dcf006
1896,214,4090,0x0ffa00d6
1897,-4090,214,0x00d6f006
1898,207,4091,0x0ffb00cf
1899,-4091,207,0x00cff005
1900,201,4091,0x0ffb00c9
1901,-4091,201,0x00c9f005
1902,195,4091,0x0ffb00c3
1903,-4091,195,0x00c3f005
1904,188,4092,0x0ffc00bc
1905,-4092,188,0x00bcf004
1906,182,4092,0x0ffc00b6
1907,-4092,182,0x00b6f004
1908,176,4092,0x0ffc00b0
1909,-4092,176,0x00b0f004
1910,170,4092,0x0ffc00aa
1911,-4092,170,0x00aaf004
1912,163,4093,0x0ffd00a3
1913,-4093,163,0x00a3f003
1914,157,4093,0x0ffd009d
1915,-4093,157,0x009df003
1916,151,4093,0x0ffd0097
1917,-4093,151,0x0097f003
1918,144,4093,0x0ffd0090
1919,-4093,144,0x0090f003
1920,138,4094,0x0ffe008a
1921,-4094,138,0x008af002
1922,132,4094,0x0ffe0084
1923,-4094,132,0x0084f002
1924,126,4094,0x0ffe007e
1925,-4094,126,0x007ef002
1926,119,4094,0x0ffe0077
1927,-4094,119,0x0077f002
1928,113,4094,0x0ffe0071
1929,-4094,113,0x0071f002
1930,107,4095,0x0fff006b
1931,-4095,107,0x006bf001
1932,101,4095,0x0fff0065
1933,-4095,101,0x0065f001
1934,94,4095,0x0fff005e
1935,-4095,94,0x005ef001
1936,88,4095,0x0fff0058
1937,-4095,88,0x0058f001
1938,82,4095,0x0fff0052
1939,-4095,82,0x0052f001
1940,75,4095,0x0fff004b
1941,-4095,75,0x004bf001
1942,69,4095,0x0fff0045
1943,-4095,69,0x0045f001
1944,63,4096,0x1000003f
1945,-4096,63,0x003ff000
1946,57,4096,0x10000039
1947,-4096,57,0x0039f000
1948,50,4096,0x10000032
1949,-4096,50,0x0032f000
1950,44,4096,0x1000002c
1951,-4096,44,0x002cf000
1952,38,4096,0x10000026
1953,-4096,38,0x0026f000
1954,31,4096,0x1000001f
1955,-4096,31,0x001ff000
1956,25,4096,0x10000019
1957,-4096,25,0x0019f000
1958,19,4096,0x10000013
1959,-4096,19,0x0013f000
1960,13,4096,0x1000000d
1961,-4096,13,0x000df000
1962,6,4096,0x10000006
1963,-4096,6,0x0006f000
1964,0,4096,0x10000000
1965,-4096,0,0x0000f000
1966,-6,4096,0x1000fffa
1967,-4096,-6,0xfffaf000
1968,-13,4096,0x1000fff3
1969,-4096,-13,0xfff3f000
1970,-19,4096,0x1000ffed
1971,-4096,-19,0xffedf000
1972,-25,4096,0x1000ffe7
1973,-4096,-25,0xffe7f000
1974,-31,4096,0x1000ffe1
1975,-4096,-31,0xffe1f000
1976,-38,4096,0x1000ffda
1977,-4096,-38,0xffdaf000
1978,-44,4096,0x1000ffd4
1979,-4096,-44,0xffd4f000
1980,-50,4096,0x1000ffce
1981,-4096,-50,0xffcef000
1982,-57,4096,0x1000ffc7
1983,-4096,-57,0xffc7f000
1984,-63,4096,0x1000ffc1
1985,-4096,-63,0xffc1f000
1986,-69,4095,0x0fffffbb
1987,-4095,-69,0xffbbf001
1988,-75,4095,0x0fffffb5
1989,-4095,-75,0xffb5f001
1990,-82,4095,0x0fffffae
1991,-4095,-82,0xffaef001
1992,-88,4095,0x0fffffa8
1993,-4095,-88,0xffa8f001
1994,-94,4095,0x0fffffa2
1995,-4095,-94,0xffa2f001
1996,-101,4095,0x0fffff9b
1997,-4095,-101,0xff9bf001
1998,-107,4095,0x0fffff95
1999,-4095,-107,0xff95f001
2000,-113,4094,0x0ffeff8f
2001,-4094,-113,0xff8ff002
2002,-119,4094,0x0ffeff89
2003,-4094,-119,0xff89f002
2004,-126,4094,0x0ffeff82
2005,-4094,-126,0xff82f002
2006,-132,4094,0x0ffeff7c
2007,-4094,-132,0xff7cf002
2008,-138,4094,0x0ffeff76
2009,-4094,-138,0xff76f002
2010,-144,4093,0x0ffdff70
2011,-4093,-144,0xff70f003
2012,-151,4093,0x0ffdff69
2013,-4093,-151,0xff69f003
2014,-157,4093,0x0ffdff63
2015,-4093,-157,0xff63f003
2016,-163,4093,0x0ffdff5d
2017,-4093,-163,0xff5df003
2018,-170,4092,0x0ffcff56
2019,-4092,-170,0xff56f004
2020,-176,4092,0x0ffcff50
2021,-4092,-176,0xff50f004
2022,-182,4092,0x0ffcff4a
2023,-4092,-182,0xff4af004
2024,-188,4092,0x0ffcff44
2025,-4092,-188,0xff44f004
2026,-195,4091,0x0ffbff3d
2027,-4091,-195,0xff3df005
2028,-201,4091,0x0ffbff37
2029,-4091,-201,0xff37f005
2030,-207,4091,0x0ffbff31
2031,-4091,-207,0xff31f005
2032,-214,4090,0x0ffaff2a
2033,-4090,-214,0xff2af006
2034,-220,4090,0x0ffaff24
2035,-4090,-220,0xff24f006
2036,-226,4090,0x0ffaff1e
2037,-4090,-226,0xff1ef006
2038,-232,4089,0x0ff9ff18
2039,-4089,-232,0xff18f007
2040,-239,4089,0x0ff9ff11
2041,-4089,-239,0xff11f007
2042,-245,4089,0x0ff9ff0b
2043,-4089,-245,0xff0bf007
2044,-251,4088,0x0ff8ff05
2045,-4088,-251,0xff05f008
2046,-257,4088,0x0ff8feff
2047,-4088,-257,0xfefff008
2048,-264,4088,0x0ff8fef8
2049,-4088,-264,0xfef8f008
2050,-270,4087,0x0ff7fef2
2051,-4087,-270,0xfef2f009
2052,-276,4087,0x0ff7feec
2053,-4087,-276,0xfeecf009
2054,-283,4086,0x0ff6fee5
2055,-4086,-283,0xfee5f00a
2056,-289,4086,0x0ff6fedf
2057,-4086,-289,0xfedff00a
2058,-295,4085,0x0ff5fed9
2059,-4085,-295,0xfed9f00b
2060,-301,4085,0x0ff5fed3
2061,-4085,-301,0xfed3f00b
2062,-308,4084,0x0ff4fecc
2063,-4084,-308,0xfeccf00c
2064,-314,4084,0x0ff4fec6
2065,-4084,-314,0xfec6f00c
2066,-320,4083,0x0ff3fec0
2067,-4083,-320,0xfec0f00d
2068,-326,4083,0x0ff3feba
2069,-4083,-326,0xfebaf00d
2070,-333,4082,0x0ff2feb3
2071,-4082,-333,0xfeb3f00e
2072,-339,4082,0x0ff2fead
2073,-4082,-339,0xfeadf00e
2074,-345,4081,0x0ff1fea7
2075,-4081,-345,0xfea7f00f
2076,-351,4081,0x0ff1fea1
2077,-4081,-351,0xfea1f00f
2078,-358,4080,0x0ff0fe9a
2079,-4080,-358,0xfe9af010
2080,-364,4080,0x0ff0fe94
2081,-4080,-364,0xfe94f010
2082,-370,4079,0x0feffe8e
2083,-4079,-370,0xfe8ef011
2084,-376,4079,0x0feffe88
2085,-4079,-376,0xfe88f011
2086,-383,4078,0x0feefe81
2087,-4078,-383,0xfe81f012
2088,-389,4077,0x0fedfe7b
2089,-4077,-389,0xfe7bf013
2090,-395,4077,0x0fedfe75
2091,-4077,-395,0xfe75f013
2092,-401,4076,0x0fecfe6f
2093,-4076,-401,0xfe6ff014
2094,-408,4076,0x0fecfe68
2095,-4076,-408,0xfe68f014
2096,-414,4075,0x0febfe62
2097,-4075,-414,0xfe62f015
2098,-420,4074,0x0feafe5c
2099,-4074,-420,0xfe5cf016
2100,-426,4074,0x0feafe56
2101,-4074,-426,0xfe56f016
2102,-433,4073,0x0fe9fe4f
2103,-4073,-433,0xfe4ff017
2104,-439,4072,0x0fe8fe49
2105,-4072,-439,0xfe49f018
2106,-445,4072,0x0fe8fe43
2107,-4072,-445,0xfe43f018
2108,-451,4071,0x0fe7fe3d
2109,-4071,-451,0xfe3df019
2110,-458,4070,0x0fe6fe36
2111,-4070,-458,0xfe36f01a
2112,-464,4070,0x0fe6fe30
2113,-4070,-464,0xfe30f01a
2114,-470,4069,0x0fe5fe2a
2115,-4069,-470,0xfe2af01b
2116,-476,4068,0x0fe4fe24
2117,-4068,-476,0xfe24f01c
2118,-483,4067,0x0fe3fe1d
2119,-4067,-483,0xfe1df01d
2120,-489,4067,0x0fe3fe17
2121,-4067,-489,0xfe17f01d
2122,-495,4066,0x0fe2fe11
2123,-4066,-495,0xfe11f01e
2124,-501,4065,0x0fe1fe0b
2125,-4065,-501,0xfe0bf01f
2126,-508,4064,0x0fe0fe04
2127,-4064,-508,0xfe04f020
2128,-514,4064,0x0fe0fdfe
2129,-4064,-514,0xfdfef020
2130,-520,4063,0x0fdffdf8
2131,-4063,-520,0xfdf8f021
2132,-526,4062,0x0fdefdf2
2133,-4062,-526,0xfdf2f022
2134,-533,4061,0x0fddfdeb
2135,-4061,-533,0xfdebf023
2136,-539,4060,0x0fdcfde5
2137,-4060,-539,0xfde5f024
2138,-545,4060,0x0fdcfddf
2139,-4060,-545,0xfddff024
2140,-551,4059,0x0fdbfdd9
2141,-4059,-551,0xfdd9f025
2142,-557,4058,0x0fdafdd3
2143,-4058,-557,0xfdd3f026
2144,-564,4057,0x0fd9fdcc
2145,-4057,-564,0xfdccf027
2146,-570,4056,0x0fd8fdc6
2147,-4056,-570,0xfdc6f028
2148,-576,4055,0x0fd7fdc0
2149,-4055,-576,0xfdc0f029
2150,-582,4054,0x0fd6fdba
2151,-4054,-582,0xfdbaf02a
2152,-589,4053,0x0fd5fdb3
2153,-4053,-589,0xfdb3f02b
2154,-595,4053,0x0fd5fdad
2155,-4053,-595,0xfdadf02b
2156,-601,4052,0x0fd4fda7
2157,-4052,-601,0xfda7f02c
2158,-607,4051,0x0fd3fda1
2159,-4051,-607,0xfda1f02d
2160,-613,4050,0x0fd2fd9b
2161,-4050,-613,0xfd9bf02e
2162,-620,4049,0x0fd1fd94
2163,-4049,-620,0xfd94f02f
2164,-626,4048,0x0fd0fd8e
2165,-4048,-626,0xfd8ef030
2166,-632,4047,0x0fcffd88
2167,-4047,-632,0xfd88f031
2168,-638,4046,0x0fcefd82
2169,-4046,-638,0xfd82f032
2170,-644,4045,0x0fcdfd7c
2171,-4045,-644,0xfd7cf033
2172,-651,4044,0x0fccfd75
2173,-4044,-651,0xfd75f034
2174,-657,4043,0x0fcbfd6f
2175,-4043,-657,0xfd6ff035
2176,-663,4042,0x0fcafd69
2177,-4042,-663,0xfd69f036
2178,-669,4041,0x0fc9fd63
2179,-4041,-669,0xfd63f037
2180,-675,4040,0x0fc8fd5d
2181,-4040,-675,0xfd5df038
2182,-682,4039,0x0fc7fd56
2183,-4039,-682,0xfd56f039
2184,-688,4038,0x0fc6fd50
2185,-4038,-688,0xfd50f03a
2186,-694,4037,0x0fc5fd4a
2187,-4037,-694,0xfd4af03b
2188,-700,4036,0x0fc4fd44
2189,-4036,-700,0xfd44f03c
2190,-706,4035,0x0fc3fd3e
2191,-4035,-706,0xfd3ef03d
2192,-713,4034,0x0fc2fd37
2193,-4034,-713,0xfd37f03e
2194,-719,4032,0x0fc0fd31
2195,-4032,-719,0xfd31f040
2196,-725,4031,0x0fbffd2b
2197,-4031,-725,0xfd2bf041
2198,-731,4030,0x0fbefd25
2199,-4030,-731,0xfd25f042
2200,-737,4029,0x0fbdfd1f
2201,-4029,-737,0xfd1ff043
2202,-744,4028,0x0fbcfd18
2203,-4028,-744,0xfd18f044
2204,-750,4027,0x0fbbfd12
2205,-4027,-750,0xfd12f045
2206,-756,4026,0x0fbafd0c
2207,-4026,-756,0xfd0cf046
2208,-762,4024,0x0fb8fd06
2209,-4024,-762,0xfd06f048
2210,-768,4023,0x0fb7fd00
2211,-4023,-768,0xfd00f049
2212,-774,4022,0x0fb6fcfa
2213,-4022,-774,0xfcfaf04a
2214,-781,4021,0x0fb5fcf3
2215,-4021,-781,0xfcf3f04b
2216,-787,4020,0x0fb4fced
2217,-4020,-787,0xfcedf04c
2218,-793,4019,0x0fb3fce7
2219,-4019,-793,0xfce7f04d
2220,-799,4017,0x0fb1fce1
2221,-4017,-799,0xfce1f04f
2222,-805,4016,0x0fb0fcdb
2223,-4016,-805,0xfcdbf050
2224,-811,4015,0x0faffcd5
2225,-4015,-811,0xfcd5f051
2226,-818,4014,0x0faefcce
2227,-4014,-818,0xfccef052
2228,-824,4012,0x0facfcc8
2229,-4012,-824,0xfcc8f054
2230,-830,4011,0x0fabfcc2
2231,-4011,-830,0xfcc2f055
2232,-836,4010,0x0faafcbc
2233,-4010,-836,0xfcbcf056
2234,-842,4008,0x0fa8fcb6
2235,-4008,-842,0xfcb6f058
2236,-848,4007,0x0fa7fcb0
2237,-4007,-848,0xfcb0f059
2238,-854,4006,0x0fa6fcaa
2239,-4006,-854,0xfcaaf05a
2240,-861,4005,0x0fa5fca3
2241,-4005,-861,0xfca3f05b
2242,-867,4003,0x0fa3fc9d
2243,-4003,-867,0xfc9df05d
2244,-873,4002,0x0fa2fc97
2245,-4002,-873,0xfc97f05e
2246,-879,4001,0x0fa1fc91
2247,-4001,-879,0xfc91f05f
2248,-885,3999,0x0f9ffc8b
2249,-3999,-885,0xfc8bf061
2250,-891,3998,0x0f9efc85
2251,-3998,-891,0xfc85f062
2252,-897,3996,0x0f9cfc7f
2253,-3996,-897,0xfc7ff064
2254,-904,3995,0x0f9bfc78
2255,-3995,-904,0xfc78f065
2256,-910,3994,0x0f9afc72
2257,-3994,-910,0xfc72f066
2258,-916,3992,0x0f98fc6c
2259,-3992,-916,0xfc6cf068
2260,-922,3991,0x0f97fc66
2261,-3991,-922,0xfc66f069
2262,-928,3989,0x0f95fc60
2263,-3989,-928,0xfc60f06b
2264,-934,3988,0x0f94fc5a
2265,-3988,-934,0xfc5af06c
2266,-940,3987,0x0f93fc54
2267,-3987,-940,0xfc54f06d
2268,-946,3985,0x0f91fc4e
2269,-3985,-946,0xfc4ef06f
2270,-953,3984,0x0f90fc47
2271,-3984,-953,0xfc47f070
2272,-959,3982,0x0f8efc41
2273,-3982,-959,0xfc41f072
2274,-965,3981,0x0f8dfc3b
2275,-3981,-965,0xfc3bf073
2276,-971,3979,0x0f8bfc35
2277,-3979,-971,0xfc35f075
2278,-977,3978,0x0f8afc2f
2279,-3978,-977,0xfc2ff076
2280,-983,3976,0x0f88fc29
2281,-3976,-983,0xfc29f078
2282,-989,3975,0x0f87fc23
2283,-3975,-989,0xfc23f079
2284,-995,3973,0x0f85fc1d
2285,-3973,-995,0xfc1df07b
2286,-1001,3972,0x0f84fc17
2287,-3972,-1001,0xfc17f07c
2288,-1007,3970,0x0f82fc11
2289,-3970,-1007,0xfc11f07e
2290,-1014,3969,0x0f81fc0a
2291,-3969,-1014,0xfc0af07f
2292,-1020,3967,0x0f7ffc04
2293,-3967,-1020,0xfc04f081
2294,-1026,3965,0x0f7dfbfe
2295,-3965,-1026,0xfbfef083
2296,-1032,3964,0x0f7cfbf8
2297,-3964,-1032,0xfbf8f084
2298,-1038,3962,0x0f7afbf2
2299,-3962,-1038,0xfbf2f086
2300,-1044,3961,0x0f79fbec
2301,-3961,-1044,0xfbecf087
2302,-1050,3959,0x0f77fbe6
2303,-3959,-1050,0xfbe6f089
2304,-1056,3958,0x0f76fbe0
2305,-3958,-1056,0xfbe0f08a
2306,-1062,3956,0x0f74fbda
2307,-3956,-1062,0xfbdaf08c
2308,-1068,3954,0x0f72fbd4
2309,-3954,-1068,0xfbd4f08e
2310,-1074,3953,0x0f71fbce
2311,-3953,-1074,0xfbcef08f
2312,-1080,3951,0x0f6ffbc8
2313,-3951,-1080,0xfbc8f091
2314,-1086,3949,0x0f6dfbc2
2315,-3949,-1086,0xfbc2f093
2316,-1092,3948,0x0f6cfbbc
2317,-3948,-1092,0xfbbcf094
2318,-1099,3946,0x0f6afbb5
2319,-3946,-1099,0xfbb5f096
2320,-1105,3944,0x0f68fbaf
2321,-3944,-1105,0xfbaff098
2322,-1111,3943,0x0f67fba9
2323,-3943,-1111,0xfba9f099
2324,-1117,3941,0x0f65fba3
2325,-3941,-1117,0xfba3f09b
2326,-1123,3939,0x0f63fb9d
2327,-3939,-1123,0xfb9df09d
2328,-1129,3937,0x0f61fb97
2329,-3937,-1129,0xfb97f09f
2330,-1135,3936,0x0f60fb91
2331,-3936,-1135,0xfb91f0a0
2332,-1141,3934,0x0f5efb8b
2333,-3934,-1141,0xfb8bf0a2
2334,-1147,3932,0x0f5cfb85
2335,-3932,-1147,0xfb85f0a4
2336,-1153,3930,0x0f5afb7f
2337,-3930,-1153,0xfb7ff0a6
2338,-1159,3929,0x0f59fb79
2339,-3929,-1159,0xfb79f0a7
2340,-1165,3927,0x0f57fb73
2341,-3927,-1165,0xfb73f0a9
2342,-1171,3925,0x0f55fb6d
2343,-3925,-1171,0xfb6df0ab
2344,-1177,3923,0x0f53fb67
2345,-3923,-1177,0xfb67f0ad
2346,-1183,3921,0x0f51fb61
2347,-3921,-1183,0xfb61f0af
2348,-1189,3920,0x0f50fb5b
2349,-3920,-1189,0xfb5bf0b0
2350,-1195,3918,0x0f4efb55
2351,-3918,-1195,0xfb55f0b2
2352,-1201,3916,0x0f4cfb4f
2353,-3916,-1201,0xfb4ff0b4
2354,-1207,3914,0x0f4afb49
2355,-3914,-1207,0xfb49f0b6
2356,-1213,3912,0x0f48fb43
2357,-3912,-1213,0xfb43f0b8
2358,-1219,3910,0x0f46fb3d
