value,table,record_idx,field_pos
39,TOYS.BIN,109,4
39,VEHICLES.BIN,12,8
39,VEHICLES.BIN,19,8
39,VEHICLES.BIN,20,80
39,VEHICLES.BIN,63,8
39,VEHICLES.BIN,64,8
39,VEHICLES.BIN,70,8
39,VEHICLES.BIN,71,8
39,VEHICLES.BIN,72,8
39,WEAPONS.BIN,36,44
39,WEAPONS.BIN,41,72
39,WEAPONS.BIN,51,0
40,ACTION.BIN,153,16
40,ACTION.BIN,198,8
40,ATTITUDE.BIN,6,10
40,ATTITUDE.BIN,6,34
40,ATTITUDE.BIN,8,4
40,ATTITUDE.BIN,10,14
40,ATTITUDE.BIN,12,16
40,ATTITUDE.BIN,12,24
40,ATTITUDE.BIN,14,2
40,ATTITUDE.BIN,14,10
40,ATTITUDE.BIN,14,34
40,ATTITUDE.BIN,14,42
40,ATTITUDE.BIN,22,42
40,ATTITUDE.BIN,24,4
40,ATTITUDE.BIN,30,2
40,ATTITUDE.BIN,32,36
40,ATTITUDE.BIN,34,22
40,ATTITUDE.BIN,40,20
40,ATTITUDE.BIN,52,16
40,ATTITUDE.BIN,52,24
40,ATTITUDE.BIN,70,2
40,ATTITUDE.BIN,70,10
40,ATTITUDE.BIN,72,4
40,ATTITUDE.BIN,72,20
40,ATTITUDE.BIN,72,36
40,ATTITUDE.BIN,86,10
40,ATTITUDE.BIN,86,18
40,ATTITUDE.BIN,92,8
40,ATTITUDE.BIN,102,42
40,ATTITUDE.BIN,106,30
40,ATTITUDE.BIN,106,38
40,ATTITUDE.BIN,108,32
40,ATTITUDE.BIN,108,40
40,ATTITUDE.BIN,112,20
40,ATTITUDE.BIN,112,28
40,ATTITUDE.BIN,114,22
40,ATTITUDE.BIN,114,30
40,ATTITUDE.BIN,118,10
40,ATTITUDE.BIN,118,18
40,ATTITUDE.BIN,120,12
40,ATTITUDE.BIN,120,20
40,ATTITUDE.BIN,124,0
40,ATTITUDE.BIN,124,8
40,ATTITUDE.BIN,126,2
40,ATTITUDE.BIN,126,10
40,ATTITUDE.BIN,150,30
40,BUDDIES.BIN,1,52
40,BUDDIES.BIN,1,72
40,BUDDIES.BIN,3,52
40,BUDDIES.BIN,3,72
40,BUDDIES.BIN,4,124
40,BUDDIES.BIN,13,48
40,BUDDIES.BIN,13,56
40,BUDDIES.BIN,13,72
40,BUDDIES.BIN,23,4
40,BUDDIES.BIN,24,116
40,BUDDIES.BIN,25,32
40,BUDDIES.BIN,34,84
40,BUDDIES.BIN,40,72
40,BUDDIES.BIN,45,44
40,BUDDIES.BIN,45,52
40,BUDDIES.BIN,45,68
40,PERCEPT.BIN,182,6
40,PERCEPT.BIN,272,8
40,PERCEPT.BIN,776,4
40,POWERUP.BIN,16,0
40,PROJECTILES.BIN,0,96
40,PROJECTILES.BIN,2,108
40,PROJECTILES.BIN,20,8
40,PROJECTILES.BIN,24,100
40,PROJECTILES.BIN,29,80
40,PROJECTILES.BIN,62,84
40,PROJECTILES.BIN,62,108
40,PROJECTILES.BIN,63,104
40,PROJECTILES.BIN,64,48
40,STATICS.BIN,0,236
40,STATICS.BIN,0,512
40,STATICS.BIN,0,896
40,STATICS.BIN,0,960
40,STATICS.BIN,0,1336
40,STATICS.BIN,0,1856
40,STATICS.BIN,0,2112
40,STATICS.BIN,1,808
40,STATICS.BIN,1,2580
40,STATICS.BIN,1,2856
40,STATICS.BIN,1,2920
40,STATICS.BIN,1,3176
40,STATICS.BIN,1,3240
40,STATICS.BIN,1,3304
40,STATICS.BIN,1,3368
40,STATICS.BIN,1,3412
40,STATICS.BIN,1,3476
40,STATICS.BIN,1,3540
40,STATICS.BIN,1,3604
40,STATICS.BIN,1,3668
40,STATICS.BIN,1,3732
40,STATICS.BIN,1,3796
40,STATICS.BIN,1,3860
40,STATICS.BIN,1,3924
40,STATICS.BIN,1,4008
40,STATICS.BIN,1,4072
40,STATICS.BIN,1,4136
40,STATICS.BIN,1,4200
40,STATICS.BIN,1,4264
40,STATICS.BIN,1,4712
40,STATICS.BIN,1,4776
40,STATICS.BIN,1,4840
40,STATICS.BIN,1,4884
40,STATICS.BIN,1,5864
40,TOYS.BIN,54,8
40,TOYS.BIN,98,4
40,TOYS.BIN,110,4
40,TOYS.BIN,141,8
40,VEHICLES.BIN,1,172
40,VEHICLES.BIN,4,160
40,VEHICLES.BIN,10,92
40,VEHICLES.BIN,22,160
40,VEHICLES.BIN,23,160
40,VEHICLES.BIN,55,160
40,VEHICLES.BIN,56,160
40,VEHICLES.BIN,57,160
40,VEHICLES.BIN,58,160
40,VEHICLES.BIN,59,160
40,VEHICLES.BIN,60,160
40,VEHICLES.BIN,61,160
40,WEAPONS.BIN,2,92
40,WEAPONS.BIN,16,92
40,WEAPONS.BIN,17,92
40,WEAPONS.BIN,24,92
40,WEAPONS.BIN,42,44
40,WEAPONS.BIN,43,92
40,WEAPONS.BIN,46,92
40,WEAPONS.BIN,47,28
40,WEAPONS.BIN,47,92
40,WEAPONS.BIN,57,92
40,WEAPONS.BIN,61,92
40,WEAPONS.BIN,66,0
40,WEAPONS.BIN,66,28
40,WEAPONS.BIN,74,92
42,ACTION.BIN,155,8
42,ACTION.BIN,218,12
42,ACTION.BIN,220,4
42,ACTION.BIN,252,20
42,ACTION.BIN,522,8
42,ACTION.BIN,523,4
42,ATTITUDE.BIN,36,8
42,BUDDIES.BIN,1,124
42,BUDDIES.BIN,59,48
42,BUDDIES.BIN,59,56
42,BUDDIES.BIN,59,72
42,PERCEPT.BIN,60,12
42,PERCEPT.BIN,76,4
42,PERCEPT.BIN,94,10
42,PERCEPT.BIN,190,18
42,PERCEPT.BIN,214,30
42,PERCEPT.BIN,316,8
42,PERCEPT.BIN,386,22
42,PERCEPT.BIN,396,8
42,PERCEPT.BIN,398,18
42,PERCEPT.BIN,470,14
42,PERCEPT.BIN,478,30
42,PERCEPT.BIN,634,10
42,STATICS.BIN,0,1400
42,TOYS.BIN,47,8
42,TOYS.BIN,91,4
42,TOYS.BIN,100,4
42,TOYS.BIN,104,4
42,TOYS.BIN,122,8
42,VEHICLES.BIN,7,4
42,WEAPONS.BIN,7,16
42,WEAPONS.BIN,22,88
42,WEAPONS.BIN,23,4
42,WEAPONS.BIN,30,16
42,WEAPONS.BIN,30,72
42,WEAPONS.BIN,31,72
42,WEAPONS.BIN,40,36
42,WEAPONS.BIN,55,16
42,WEAPONS.BIN,61,4
42,WEAPONS.BIN,69,44
42,WEAPONS.BIN,75,0
42,WEAPONS.BIN,80,88
42,WEAPONS.BIN,86,88
43,ACTION.BIN,156,4
43,ACTION.BIN,285,8
43,ACTION.BIN,532,16
43,ATTITUDE.BIN,34,6
43,PERCEPT.BIN,466,14
43,PERCEPT.BIN,470,6
43,PERCEPT.BIN,550,6
43,PERCEPT.BIN,634,22
43,TOYS.BIN,57,8
43,TOYS.BIN,101,4
43,TOYS.BIN,111,4
43,TOYS.BIN,126,8
43,TOYS.BIN,127,8
43,TOYS.BIN,135,8
43,VEHICLES.BIN,34,4
43,VEHICLES.BIN,45,4
43,VEHICLES.BIN,65,4
43,VEHICLES.BIN,72,4
43,WEAPONS.BIN,56,44
43,WEAPONS.BIN,76,0
46,ACTION.BIN,40,24
46,ACTION.BIN,146,0
46,ACTION.BIN,158,20
46,ACTION.BIN,275,0
46,ACTION.BIN,393,20
46,ACTION.BIN,405,20
46,ACTION.BIN,548,0
46,ACTION.BIN,548,24
46,ACTION.BIN,549,20
46,ACTION.BIN,550,16
46,ACTION.BIN,551,12
46,ACTION.BIN,552,8
46,ACTION.BIN,553,4
46,ACTION.BIN,554,0
46,ACTION.BIN,554,24
46,ATTITUDE.BIN,152,8
46,BUDDIES.BIN,0,48
46,BUDDIES.BIN,4,72
46,BUDDIES.BIN,6,48
46,BUDDIES.BIN,6,56
46,BUDDIES.BIN,6,72
46,BUDDIES.BIN,21,48
46,BUDDIES.BIN,21,56
46,BUDDIES.BIN,21,72
46,BUDDIES.BIN,26,48
46,BUDDIES.BIN,26,56
46,BUDDIES.BIN,26,72
46,BUDDIES.BIN,35,68
46,BUDDIES.BIN,38,48
46,BUDDIES.BIN,38,56
46,BUDDIES.BIN,38,72
46,BUDDIES.BIN,54,48
46,BUDDIES.BIN,54,56
46,BUDDIES.BIN,54,72
46,BUDDIES.BIN,55,72
46,PERCEPT.BIN,20,24
46,PERCEPT.BIN,28,24
46,PERCEPT.BIN,74,22
46,PERCEPT.BIN,149,4
46,PERCEPT.BIN,216,12
46,PERCEPT.BIN,292,12
46,PERCEPT.BIN,330,22
46,PERCEPT.BIN,648,4
46,STATICS.BIN,0,1592
46,TOYS.BIN,56,8
46,TOYS.BIN,144,4
46,VEHICLES.BIN,37,4
46,VEHICLES.BIN,38,4
46,WEAPONS.BIN,57,44
46,WEAPONS.BIN,63,0
47,ACTION.BIN,41,4
47,ACTION.BIN,159,16
47,ACTION.BIN,212,12
47,ACTION.BIN,302,12
47,ACTION.BIN,565,4
47,ACTION.BIN,566,0
47,ACTION.BIN,566,24
47,ACTION.BIN,567,20
47,ACTION.BIN,578,24
47,ACTION.BIN,673,4
47,ATTITUDE.BIN,152,20
47,BUDDIES.BIN,8,48
47,BUDDIES.BIN,8,56
47,BUDDIES.BIN,8,72
47,BUDDIES.BIN,9,48
47,BUDDIES.BIN,9,56
47,BUDDIES.BIN,9,72
47,PERCEPT.BIN,96,16
47,PERCEPT.BIN,126,6
47,PERCEPT.BIN,426,2
47,STATICS.BIN,0,1656
47,STATICS.BIN,1,5616
47,TOYS.BIN,51,8
47,TOYS.BIN,145,4
47,WEAPONS.BIN,58,0
47,WEAPONS.BIN,74,44
48,ACTION.BIN,32,20
48,ACTION.BIN,33,24
48,ACTION.BIN,42,20
48,ACTION.BIN,160,12
48,ACTION.BIN,203,0
48,ACTION.BIN,203,24
48,ACTION.BIN,628,16
48,ATTITUDE.BIN,152,32
48,BUDDIES.BIN,2,48
48,BUDDIES.BIN,37,56
48,BUDDIES.BIN,43,48
48,PERCEPT.BIN,64,8
48,PERCEPT.BIN,340,30
48,PERCEPT.BIN,482,22
48,PERCEPT.BIN,486,14
48,PERCEPT.BIN,552,0
48,PERCEPT.BIN,646,10
48,PROJECTILES.BIN,52,44
48,PROJECTILES.BIN,53,40
48,PROJECTILES.BIN,62,4
48,TOYS.BIN,52,8
48,TOYS.BIN,142,8
48,TOYS.BIN,146,4
48,VEHICLES.BIN,43,4
48,VEHICLES.BIN,44,4
48,WEAPONS.BIN,5,72
48,WEAPONS.BIN,24,76
48,WEAPONS.BIN,46,44
48,WEAPONS.BIN,48,72
48,WEAPONS.BIN,49,76
48,WEAPONS.BIN,54,72
48,WEAPONS.BIN,59,0
48,WEAPONS.BIN,66,44
48,WEAPONS.BIN,81,76
48,WEAPONS.BIN,86,76
48,WEAPONS.BIN,87,76
48,WEAPONS.BIN,88,76
52,ACTION.BIN,163,24
52,ACTION.BIN,212,24
52,ACTION.BIN,304,4
52,ACTION.BIN,305,24
52,ACTION.BIN,306,20
52,ACTION.BIN,307,16
52,ATTITUDE.BIN,12,32
52,ATTITUDE.BIN,34,14
52,ATTITUDE.BIN,108,24
52,ATTITUDE.BIN,114,14
52,ATTITUDE.BIN,120,4
52,ATTITUDE.BIN,124,40
52,PERCEPT.BIN,48,4
52,PERCEPT.BIN,112,20
52,PERCEPT.BIN,296,4
52,PERCEPT.BIN,298,30
52,PERCEPT.BIN,396,0
52,PERCEPT.BIN,520,12
52,PERCEPT.BIN,772,4
52,PROJECTILES.BIN,2,80
52,PROJECTILES.BIN,10,48
52,PROJECTILES.BIN,22,0
52,PROJECTILES.BIN,34,60
52,PROJECTILES.BIN,35,56
52,PROJECTILES.BIN,38,44
52,PROJECTILES.BIN,40,36
52,PROJECTILES.BIN,48,4
52,PROJECTILES.BIN,57,76
52,PROJECTILES.BIN,58,72
52,PROJECTILES.BIN,75,4
52,STATICS.BIN,0,1848
52,TOYS.BIN,49,8
52,TOYS.BIN,114,4
52,TOYS.BIN,150,4
52,TOYS.BIN,178,4
52,WEAPONS.BIN,39,16
52,WEAPONS.BIN,67,44
52,WEAPONS.BIN,69,0
52,WEAPONS.BIN,87,16
53,ACTION.BIN,164,20
53,ACTION.BIN,230,0
53,ACTION.BIN,308,12
53,ACTION.BIN,309,8
53,BUDDIES.BIN,4,44
53,BUDDIES.BIN,25,48
53,BUDDIES.BIN,25,56
53,BUDDIES.BIN,25,72
53,BUDDIES.BIN,28,48
53,BUDDIES.BIN,28,56
53,BUDDIES.BIN,28,72
53,BUDDIES.BIN,33,48
53,BUDDIES.BIN,48,48
53,BUDDIES.BIN,48,56
53,BUDDIES.BIN,48,72
53,BUDDIES.BIN,50,48
53,BUDDIES.BIN,50,56
53,BUDDIES.BIN,50,72
53,PERCEPT.BIN,70,18
53,PERCEPT.BIN,156,16
53,PERCEPT.BIN,262,2
53,TOYS.BIN,42,8
53,TOYS.BIN,115,4
53,TOYS.BIN,118,8
53,TOYS.BIN,119,8
53,TOYS.BIN,136,8
53,TOYS.BIN,151,4
53,VEHICLES.BIN,8,92
53,VEHICLES.BIN,9,92
53,VEHICLES.BIN,74,92
53,VEHICLES.BIN,75,92
53,VEHICLES.BIN,76,92
53,VEHICLES.BIN,77,92
53,VEHICLES.BIN,78,92
53,WEAPONS.BIN,68,44
53,WEAPONS.BIN,78,0
54,ACTION.BIN,2,16
54,ACTION.BIN,33,12
54,ACTION.BIN,58,4
54,ACTION.BIN,165,16
54,ACTION.BIN,312,20
54,ACTION.BIN,668,0
54,ATTITUDE.BIN,154,10
54,PERCEPT.BIN,70,2
54,PERCEPT.BIN,114,18
54,PERCEPT.BIN,234,2
54,PERCEPT.BIN,316,0
54,PERCEPT.BIN,328,20
54,PERCEPT.BIN,554,6
54,TOYS.BIN,53,8
54,TOYS.BIN,116,4
54,TOYS.BIN,140,8
54,TOYS.BIN,152,4
54,WEAPONS.BIN,6,72
54,WEAPONS.BIN,20,72
54,WEAPONS.BIN,44,72
54,WEAPONS.BIN,71,0
54,WEAPONS.BIN,75,44
54,WEAPONS.BIN,79,72
56,ACTION.BIN,40,8
56,ACTION.BIN,41,12
56,ACTION.BIN,42,24
56,ACTION.BIN,58,0
56,ACTION.BIN,83,0
56,ACTION.BIN,167,8
56,ACTION.BIN,172,16
56,ATTITUDE.BIN,92,0
56,ATTITUDE.BIN,102,34
56,ATTITUDE.BIN,154,34
56,BUDDIES.BIN,2,52
56,BUDDIES.BIN,43,52
56,PERCEPT.BIN,48,8
56,PERCEPT.BIN,92,28
56,PERCEPT.BIN,214,22
56,PERCEPT.BIN,302,26
56,PERCEPT.BIN,554,30
56,TOYS.BIN,44,8
56,TOYS.BIN,118,4
56,TOYS.BIN,154,4
56,WEAPONS.BIN,5,16
56,WEAPONS.BIN,53,0
56,WEAPONS.BIN,54,16
56,WEAPONS.BIN,55,44
57,ACTION.BIN,168,4
57,ATTITUDE.BIN,32,28
57,ATTITUDE.BIN,90,30
57,ATTITUDE.BIN,138,14
57,BUDDIES.BIN,31,48
57,BUDDIES.BIN,31,56
57,BUDDIES.BIN,31,72
57,BUDDIES.BIN,40,48
57,BUDDIES.BIN,42,52
57,PERCEPT.BIN,304,8
57,PERCEPT.BIN,480,8
57,PERCEPT.BIN,482,18
57,PERCEPT.BIN,486,2
57,PERCEPT.BIN,680,16
57,STATICS.BIN,0,2040
57,TOYS.BIN,58,8
57,TOYS.BIN,119,4
57,TOYS.BIN,132,8
57,TOYS.BIN,155,4
57,WEAPONS.BIN,71,44
58,ACTION.BIN,27,20
58,ACTION.BIN,41,20
58,ACTION.BIN,50,24
58,ACTION.BIN,51,0
58,ACTION.BIN,64,24
58,ACTION.BIN,78,0
58,ACTION.BIN,80,24
58,ACTION.BIN,83,8
58,ACTION.BIN,87,0
58,ACTION.BIN,89,0
58,ACTION.BIN,93,0
58,ACTION.BIN,169,0
58,ACTION.BIN,215,4
58,ACTION.BIN,234,0
58,ACTION.BIN,304,8
58,ACTION.BIN,306,24
58,ACTION.BIN,312,24
58,ATTITUDE.BIN,18,14
58,ATTITUDE.BIN,64,20
58,ATTITUDE.BIN,64,28
58,PERCEPT.BIN,90,14
58,PERCEPT.BIN,132,0
58,PERCEPT.BIN,367,2
58,PERCEPT.BIN,367,10
58,PERCEPT.BIN,376,0
58,PERCEPT.BIN,446,2
58,PERCEPT.BIN,660,28
58,STATICS.BIN,1,5944
58,TOYS.BIN,48,8
58,TOYS.BIN,116,8
58,TOYS.BIN,120,4
58,TOYS.BIN,156,4
58,WEAPONS.BIN,70,0
58,WEAPONS.BIN,72,44
59,ACTION.BIN,51,4
59,ACTION.BIN,83,12
59,ACTION.BIN,86,24
59,ACTION.BIN,169,24
59,ATTITUDE.BIN,4,4
59,ATTITUDE.BIN,32,44
59,BUDDIES.BIN,52,56
59,BUDDIES.BIN,53,56
59,PERCEPT.BIN,6,30
59,PERCEPT.BIN,52,4
59,PERCEPT.BIN,446,6
59,PERCEPT.BIN,508,4
59,PERCEPT.BIN,556,0
59,PERCEPT.BIN,672,28
59,PERCEPT.BIN,734,22
59,PERCEPT.BIN,748,28
59,PERCEPT.BIN,768,4
59,STATICS.BIN,0,2104
59,TOYS.BIN,38,8
59,TOYS.BIN,112,8
59,TOYS.BIN,121,4
59,TOYS.BIN,157,4
59,WEAPONS.BIN,54,0
59,WEAPONS.BIN,62,44
60,ACTION.BIN,6,4
60,ACTION.BIN,35,20
60,ACTION.BIN,36,4
60,ACTION.BIN,39,16
60,ACTION.BIN,40,20
60,ACTION.BIN,47,16
60,ACTION.BIN,48,20
60,ACTION.BIN,74,4
60,ACTION.BIN,79,24
60,ACTION.BIN,82,20
60,ACTION.BIN,92,4
60,ACTION.BIN,100,24
60,ACTION.BIN,118,16
60,ACTION.BIN,170,20
60,ACTION.BIN,307,20
60,ATTITUDE.BIN,4,12
60,ATTITUDE.BIN,4,16
60,ATTITUDE.BIN,8,32
60,ATTITUDE.BIN,10,18
60,ATTITUDE.BIN,10,22
60,ATTITUDE.BIN,12,40
60,ATTITUDE.BIN,22,2
60,ATTITUDE.BIN,22,10
60,ATTITUDE.BIN,24,16
60,ATTITUDE.BIN,28,40
60,ATTITUDE.BIN,38,38
60,ATTITUDE.BIN,40,0
60,ATTITUDE.BIN,46,2
60,ATTITUDE.BIN,48,20
60,ATTITUDE.BIN,50,22
60,ATTITUDE.BIN,58,34
60,ATTITUDE.BIN,62,34
60,ATTITUDE.BIN,62,42
60,ATTITUDE.BIN,66,14
60,ATTITUDE.BIN,66,22
60,ATTITUDE.BIN,68,20
60,ATTITUDE.BIN,68,32
60,ATTITUDE.BIN,68,40
60,ATTITUDE.BIN,72,12
60,ATTITUDE.BIN,72,28
60,ATTITUDE.BIN,72,44
60,ATTITUDE.BIN,74,10
60,ATTITUDE.BIN,74,34
60,ATTITUDE.BIN,76,12
60,ATTITUDE.BIN,78,2
60,ATTITUDE.BIN,80,8
60,ATTITUDE.BIN,80,28
60,ATTITUDE.BIN,82,22
60,ATTITUDE.BIN,82,30
60,ATTITUDE.BIN,106,2
60,ATTITUDE.BIN,108,8
60,ATTITUDE.BIN,108,16
60,ATTITUDE.BIN,112,44
60,ATTITUDE.BIN,114,6
60,ATTITUDE.BIN,114,38
60,ATTITUDE.BIN,118,34
60,ATTITUDE.BIN,118,42
60,ATTITUDE.BIN,120,28
60,ATTITUDE.BIN,120,36
60,ATTITUDE.BIN,124,24
60,ATTITUDE.BIN,124,32
60,ATTITUDE.BIN,126,18
60,ATTITUDE.BIN,126,26
60,ATTITUDE.BIN,128,4
60,ATTITUDE.BIN,128,12
60,ATTITUDE.BIN,130,22
60,ATTITUDE.BIN,130,30
60,ATTITUDE.BIN,134,2
60,ATTITUDE.BIN,134,42
60,BUDDIES.BIN,13,4
60,BUDDIES.BIN,17,4
60,BUDDIES.BIN,26,4
60,BUDDIES.BIN,46,116
60,BUDDIES.BIN,54,4
60,BUDDIES.BIN,59,4
60,BUDDIES.BIN,59,120
60,BUDDIES.BIN,61,4
60,PERCEPT.BIN,8,12
60,PERCEPT.BIN,70,22
60,PERCEPT.BIN,100,16
60,PERCEPT.BIN,142,22
60,PERCEPT.BIN,166,14
60,PERCEPT.BIN,182,14
60,PERCEPT.BIN,222,22
60,PERCEPT.BIN,280,8
60,PERCEPT.BIN,330,30
60,PERCEPT.BIN,508,12
60,PERCEPT.BIN,556,12
60,PERCEPT.BIN,656,28
60,PERCEPT.BIN,772,16
60,PERCEPT.BIN,800,16
60,PROJECTILES.BIN,18,16
60,PROJECTILES.BIN,32,68
60,PROJECTILES.BIN,48,60
60,STATICS.BIN,1,2344
60,TOYS.BIN,55,8
60,TOYS.BIN,122,4
60,TOYS.BIN,158,4
60,VEHICLES.BIN,10,56
60,VEHICLES.BIN,12,76
60,VEHICLES.BIN,22,76
60,VEHICLES.BIN,26,160
60,VEHICLES.BIN,48,4
60,VEHICLES.BIN,52,4
60,VEHICLES.BIN,54,4
60,VEHICLES.BIN,57,4
60,VEHICLES.BIN,61,4
60,VEHICLES.BIN,64,4
60,VEHICLES.BIN,67,4
60,VEHICLES.BIN,69,4
60,VEHICLES.BIN,71,4
60,VEHICLES.BIN,81,160
60,VEHICLES.BIN,83,160
60,WEAPONS.BIN,1,4
60,WEAPONS.BIN,2,72
60,WEAPONS.BIN,9,4
60,WEAPONS.BIN,15,92
60,WEAPONS.BIN,17,72
60,WEAPONS.BIN,27,92
60,WEAPONS.BIN,31,92
60,WEAPONS.BIN,35,92
60,WEAPONS.BIN,38,72
60,WEAPONS.BIN,50,0
60,WEAPONS.BIN,50,4
60,WEAPONS.BIN,51,72
60,WEAPONS.BIN,58,72
60,WEAPONS.BIN,59,72
60,WEAPONS.BIN,62,72
60,WEAPONS.BIN,63,44
60,WEAPONS.BIN,63,72
60,WEAPONS.BIN,65,92
60,WEAPONS.BIN,67,72
60,WEAPONS.BIN,68,72
60,WEAPONS.BIN,68,92
60,WEAPONS.BIN,69,72
60,WEAPONS.BIN,71,72
60,WEAPONS.BIN,72,72
60,WEAPONS.BIN,75,72
60,WEAPONS.BIN,76,72
60,WEAPONS.BIN,79,92
104,ACTION.BIN,10,20
104,ACTION.BIN,42,12
104,ACTION.BIN,50,12
104,ACTION.BIN,57,0
104,ACTION.BIN,84,0
104,ACTION.BIN,208,12
104,ACTION.BIN,289,4
104,BUDDIES.BIN,16,44
104,BUDDIES.BIN,16,52
104,BUDDIES.BIN,16,68
104,BUDDIES.BIN,44,44
104,BUDDIES.BIN,44,52
104,BUDDIES.BIN,44,68
104,BUDDIES.BIN,51,44
104,BUDDIES.BIN,51,52
104,BUDDIES.BIN,51,68
104,BUDDIES.BIN,56,44
104,BUDDIES.BIN,56,52
104,BUDDIES.BIN,56,68
104,PERCEPT.BIN,572,12
104,PROJECTILES.BIN,4,56
104,PROJECTILES.BIN,28,68
104,PROJECTILES.BIN,33,48
104,PROJECTILES.BIN,43,8
104,PROJECTILES.BIN,44,4
104,PROJECTILES.BIN,45,0
104,PROJECTILES.BIN,45,108
104,STATICS.BIN,1,1760
105,ACTION.BIN,7,16
105,ACTION.BIN,11,12
105,ACTION.BIN,11,20
105,ACTION.BIN,18,12
105,ACTION.BIN,18,24
105,ACTION.BIN,34,8
105,ACTION.BIN,38,12
105,ACTION.BIN,48,16
105,ACTION.BIN,62,12
105,ACTION.BIN,70,8
105,ACTION.BIN,76,4
105,ACTION.BIN,111,12
105,ACTION.BIN,111,24
105,ACTION.BIN,209,8
105,ACTION.BIN,286,16
105,ATTITUDE.BIN,10,42
105,PERCEPT.BIN,572,24
105,PROJECTILES.BIN,8,40
105,PROJECTILES.BIN,22,108
105,PROJECTILES.BIN,59,68
106,ACTION.BIN,33,16
106,ACTION.BIN,210,4
106,ACTION.BIN,290,0
106,PROJECTILES.BIN,17,108
106,STATICS.BIN,1,1824
106,WEAPONS.BIN,6,36
106,WEAPONS.BIN,12,36
106,WEAPONS.BIN,64,36
106,WEAPONS.BIN,65,36
106,WEAPONS.BIN,78,36
107,ACTION.BIN,211,0
107,ACTION.BIN,290,24
107,PERCEPT.BIN,212,20
107,PERCEPT.BIN,480,4
107,STATICS.BIN,0,1040
107,STATICS.BIN,0,1170
107,STATICS.BIN,0,1296
107,STATICS.BIN,0,1360
107,STATICS.BIN,1,3834
107,STATICS.BIN,1,4030
108,ACTION.BIN,211,24
108,ACTION.BIN,287,12
108,ATTITUDE.BIN,168,0
108,PERCEPT.BIN,194,26
108,STATICS.BIN,1,1888
108,WEAPONS.BIN,9,72
108,WEAPONS.BIN,23,72
108,WEAPONS.BIN,29,72
108,WEAPONS.BIN,61,72
109,ACTION.BIN,212,20
109,ACTION.BIN,300,8
109,ATTITUDE.BIN,168,12
109,PERCEPT.BIN,508,20
109,PERCEPT.BIN,574,6
110,ACTION.BIN,1,20
110,ACTION.BIN,20,20
110,ACTION.BIN,24,24
110,ACTION.BIN,30,12
110,ACTION.BIN,31,16
110,ACTION.BIN,35,24
110,ACTION.BIN,48,4
110,ACTION.BIN,60,20
110,ACTION.BIN,68,16
110,ACTION.BIN,70,24
110,ACTION.BIN,83,20
110,ACTION.BIN,213,16
110,ACTION.BIN,301,4
110,ATTITUDE.BIN,168,24
110,BUDDIES.BIN,0,68
110,BUDDIES.BIN,10,44
110,BUDDIES.BIN,10,52
110,BUDDIES.BIN,10,68
110,BUDDIES.BIN,12,4
110,BUDDIES.BIN,41,68
110,BUDDIES.BIN,42,4
110,PERCEPT.BIN,574,18
110,STATICS.BIN,1,252
110,STATICS.BIN,1,1982
110,VEHICLES.BIN,4,68
110,VEHICLES.BIN,22,68
110,VEHICLES.BIN,23,68
110,VEHICLES.BIN,55,68
110,VEHICLES.BIN,56,68
110,VEHICLES.BIN,57,68
110,VEHICLES.BIN,58,68
110,VEHICLES.BIN,59,68
110,VEHICLES.BIN,60,68
110,VEHICLES.BIN,61,68
110,VEHICLES.BIN,62,68
110,WEAPONS.BIN,3,20
110,WEAPONS.BIN,6,20
110,WEAPONS.BIN,12,20
110,WEAPONS.BIN,13,20
110,WEAPONS.BIN,21,20
110,WEAPONS.BIN,32,20
110,WEAPONS.BIN,64,20
110,WEAPONS.BIN,65,20
110,WEAPONS.BIN,70,20
110,WEAPONS.BIN,73,20
112,ACTION.BIN,49,0
112,ACTION.BIN,215,8
112,ACTION.BIN,302,24
112,STATICS.BIN,0,1494
112,STATICS.BIN,0,1624
112,STATICS.BIN,0,1750
112,STATICS.BIN,0,1814
112,STATICS.BIN,1,1952
112,STATICS.BIN,1,2016
112,STATICS.BIN,1,3328
112,STATICS.BIN,1,3384
112,VEHICLES.BIN,9,144
112,VEHICLES.BIN,74,144
112,VEHICLES.BIN,75,144
112,VEHICLES.BIN,76,144
112,VEHICLES.BIN,77,144
112,VEHICLES.BIN,78,144
112,WEAPONS.BIN,0,48
113,ACTION.BIN,54,4
113,ACTION.BIN,60,8
113,ACTION.BIN,89,24
113,ACTION.BIN,216,4
113,ACTION.BIN,304,16
113,WEAPONS.BIN,0,52
114,ACTION.BIN,106,12
114,ACTION.BIN,217,0
114,ACTION.BIN,308,0
114,PERCEPT.BIN,576,0
114,STATICS.BIN,1,1082
114,STATICS.BIN,1,2080
114,STATICS.BIN,1,5888
114,WEAPONS.BIN,1,48
114,WEAPONS.BIN,50,48
115,ACTION.BIN,27,0
115,ACTION.BIN,57,24
115,ACTION.BIN,73,12
115,ACTION.BIN,101,12
115,ACTION.BIN,110,8
115,ACTION.BIN,217,24
115,ACTION.BIN,308,24
115,ATTITUDE.BIN,34,2
115,BUDDIES.BIN,11,52
115,BUDDIES.BIN,11,68
115,BUDDIES.BIN,25,4
115,BUDDIES.BIN,27,44
115,BUDDIES.BIN,27,52
115,BUDDIES.BIN,27,68
115,BUDDIES.BIN,36,68
115,BUDDIES.BIN,42,68
