symbol,canonical_address_hex,observations,distinct_addresses,map_files,address_histogram
TransposeMatrix,0x80111E94,4,5,6,0x80111E94(4);0x80023B48(2);0x8002522C(2);0x80111FA0(2);0x801124EC(2)
Trns,0x80087030,2,2,2,0x80087030(2);0x80089370(2)
TrnsV,0x800661A8,2,2,2,0x800661A8(2);0x800684E8(2)
UPDATEEFFS,0x8008B834,2,1,1,0x8008B834(2)
UPDATEHARDWARE,0x8008BA18,2,1,1,0x8008BA18(2)
UPDATEPATTERNDATA,0x8008AD78,2,1,1,0x8008AD78(2)
UPDATEWITHTIMER,0x8008ABBC,2,1,1,0x8008ABBC(2)
UPDATEXMDATA,0x8008AAF4,2,1,1,0x8008AAF4(2)
UXM_G_S_ATTR,0x800A0E20,2,1,1,0x800A0E20(2)
VAB,0x800A22E4,2,1,1,0x800A22E4(2)
VABBODY,0x80012AE0,2,1,1,0x80012AE0(2)
VABHEADER,0x800100C0,2,1,1,0x800100C0(2)
VABID,0x8009FD60,2,1,1,0x8009FD60(2)
VAB_BODY_BUFF,0x80138348,2,1,1,0x80138348(2)
VAB_HEAD_BUFF,0x801362F0,2,1,1,0x801362F0(2)
VBDATA,0x80010C20,2,1,1,0x80010C20(2)
VBLANK_MINUS,0x800478F8,2,5,5,0x800478F8(2);0x80063FAC(2);0x80066524(2);0x800E5B38(2);0x801266D4(2)
VBLNKInit,0x80011740,2,1,1,0x80011740(2)
VCOUNT,0x80016624,2,5,5,0x80016624(2);0x8001F19C(2);0x8003A97C(2);0x8008FD00(2);0x800A0AEC(2)
VCOUNTER,0x8008AF08,2,1,1,0x8008AF08(2)
VHDATA,0x80010000,2,1,1,0x80010000(2)
VIEW_A_DIR,0x8008C0A0,2,1,1,0x8008C0A0(2)
VINCE_CALC_STEPSIZE,0x800225F8,2,1,1,0x800225F8(2)
VINCE_INTER_POINT,0x80022664,2,1,1,0x80022664(2)
VINF,0x8009E55C,2,1,1,0x8009E55C(2)
VINFO,0x800A0D88,2,1,1,0x800A0D88(2)
VMNOISEOFF,0x800344CC,2,2,2,0x800344CC(2);0x8009B3CC(2)
VMNOISEON,0x80033FFC,2,2,2,0x80033FFC(2);0x8009AEFC(2)
VSYNC,0x80010D20,2,5,5,0x80010D20(2);0x80018CE8(2);0x80026B4C(2);0x80081ED8(2);0x8008F52C(2)
VSYNCCALLBACK,0x80010F94,2,5,5,0x80010F94(2);0x80018F5C(2);0x80026DC0(2);0x80082178(2);0x8008F7A0(2)
VSYNCCALLBACKS,0x80010FC8,2,5,5,0x80010FC8(2);0x80018F90(2);0x80026DF4(2);0x800821AC(2);0x8008F7D4(2)
VSync,0x8001713C,4,19,21,0x8001713C(4);0x80120604(4);0x80010DA8(2);0x80010E6C(2);0x80011200(2);0x80011544(2);0x8001169C(2);0x800119C0(2);0x80011B8C(2);0x80017330(2);0x80017788(2);0x800192BC(2);0x8001B6B8(2);0x8001BCF8(2);0x8001C664(2);0x8001D90C(2);0x8001EA38(2);0x80120710(2);0x80120C5C(2)
VSyncCallback,0x800173C0,4,19,21,0x800173C0(4);0x801208B4(4);0x8001094C(2);0x80010AA4(2);0x80010F5C(2);0x80011048(2);0x80011070(2);0x800110E0(2);0x800115DC(2);0x80017604(2);0x80017A98(2);0x80019540(2);0x8001B93C(2);0x8001BFA8(2);0x8001C8D8(2);0x8001DB80(2);0x8001ECBC(2);0x801209C0(2);0x80120F0C(2)
VSyncCallbacks,0x800173F4,4,17,19,0x800173F4(4);0x801208E8(4);0x80010980(2);0x80010AD8(2);0x8001107C(2);0x80011114(2);0x80011610(2);0x80017638(2);0x80017ACC(2);0x80019574(2);0x8001B970(2);0x8001BFDC(2);0x8001C90C(2);0x8001DBB4(2);0x8001ECF0(2);0x801209F4(2);0x80120F40(2)
VWD0,0x801A4060,4,8,9,0x801A4060(4);0x80024764(2);0x80062538(2);0x80064AC4(2);0x800C5B38(2);0x800E08B8(2);0x801A4168(2);0x801B2418(2)
V_COUNT,0x800A2200,2,1,1,0x800A2200(2)
Vcount,0x8001E8B0,4,19,21,0x8001E8B0(4);0x80129470(4);0x80014E6C(2);0x80014EB8(2);0x80015000(2);0x80015730(2);0x800168B4(2);0x80016FE0(2);0x800173C0(2);0x8001DF90(2);0x8001E370(2);0x80020B9C(2);0x8002BD98(2);0x80032890(2);0x80032F10(2);0x800402EC(2);0x80041D60(2);0x8012957C(2);0x801299F8(2)
VectorNormal,0x801111F4,4,3,4,0x801111F4(4);0x801110F0(2);0x8011184C(2)
VectorNormalS,0x801111E0,4,3,4,0x801111E0(4);0x801110DC(2);0x80111838(2)
VectorNormalSS,0x80111224,4,3,4,0x80111224(4);0x80111120(2);0x8011187C(2)
View,0x80087010,2,2,2,0x80087010(2);0x80089350(2)
ViewAngleXZ,0x80066870,2,2,2,0x80066870(2);0x80068BB0(2)
ViewRadial,0x80087328,2,2,2,0x80087328(2);0x80089668(2)
WAITEVENT,0x80037AEC,2,2,2,0x80037AEC(2);0x8009F31C(2)
WRITE,0x80027CBC,2,2,2,0x80027CBC(2);0x80090684(2)
WRITE_FILE_MEMCARD,0x800216A8,2,1,1,0x800216A8(2)
WaitEvent,0x8002577C,2,3,3,0x8002577C(2);0x80036254(2);0x80037880(2)
WorldOT,0x80066B50,2,2,2,0x80066B50(2);0x80068E90(2)
Wot0,0x801A40F0,4,3,4,0x801A40F0(4);0x801A41F8(2);0x801B24A8(2)
Wot00,0x801A4178,4,3,4,0x801A4178(4);0x801A4280(2);0x801B2530(2)
Wot1,0x801A4118,4,3,4,0x801A4118(4);0x801A4220(2);0x801B24D0(2)
Wot2,0x801A4140,4,3,4,0x801A4140(4);0x801A4248(2);0x801B24F8(2)
XMC,0x8009E53C,2,1,1,0x8009E53C(2)
XMDATA,0x80069E30,2,1,1,0x80069E30(2)
XMSONGIDS,0x80091284,2,1,1,0x80091284(2)
XMSPU_SFX,0x800912B4,2,1,1,0x800912B4(2)
XMTIME1,0x80095FB8,2,1,1,0x80095FB8(2)
XMTIME2,0x80095FBC,2,1,1,0x80095FBC(2)
XMTIME3,0x80095FC0,2,1,1,0x80095FC0(2)
XM_CLEARSFXRANGE,0x8008D10C,2,1,1,0x8008D10C(2)
XM_CLOSEVAB,0x80088830,2,1,1,0x80088830(2)
XM_CLOSEVAB2,0x80088884,2,1,1,0x80088884(2)
XM_CPLAYNEXT,0x8008CE54,2,1,1,0x8008CE54(2)
XM_DOFULLUPDATE,0x8008ACB0,2,1,1,0x8008ACB0(2)
XM_EXIT,0x800887BC,2,1,1,0x800887BC(2)
XM_FREEALLFILEHEADERIDS,0x8008D40C,2,1,1,0x8008D40C(2)
XM_FREEALLSONGIDS,0x8008D3A0,2,1,1,0x8008D3A0(2)
XM_FREEFILEHEADERID,0x8008D3EC,2,1,1,0x8008D3EC(2)
XM_FREESONGID,0x8008D37C,2,1,1,0x8008D37C(2)
XM_FREEVAG,0x8008CFBC,2,1,1,0x8008CFBC(2)
XM_GETCHVOLUME,0x8008C514,2,1,1,0x8008C514(2)
XM_GETFEEDBACK,0x8008C368,2,1,1,0x8008C368(2)
XM_GETFILEHEADERSIZE,0x8008D3AC,2,1,1,0x8008D3AC(2)
XM_GETFREEVAB,0x8008D23C,2,1,1,0x8008D23C(2)
XM_GETHEADERINFO,0x8008C470,2,1,1,0x8008C470(2)
XM_GETSAMPLEADDRESS,0x8008D138,2,1,1,0x8008D138(2)
XM_GETSONGSIZE,0x8008D32C,2,1,1,0x8008D32C(2)
XM_GETVABSAMPLEINFO,0x8008D2B0,2,1,1,0x8008D2B0(2)
XM_G_S_ATTR,0x800A0D90,2,1,1,0x800A0D90(2)
XM_HA,0x80091270,2,1,1,0x80091270(2)
XM_HEADERADDRESS,0x8009E510,2,1,1,0x8009E510(2)
XM_INIT,0x80088D48,2,1,1,0x80088D48(2)
XM_L_VAG_SPU_ADDR,0x8009FD80,2,1,1,0x8009FD80(2)
XM_NSA,0x8009126C,2,1,1,0x8009126C(2)
XM_ONCEOFFINIT,0x80088D04,2,1,1,0x80088D04(2)
XM_PAUSE,0x8008CB34,2,1,1,0x8008CB34(2)
XM_PAUSEALL,0x8008CC40,2,1,1,0x8008CC40(2)
XM_PLAYNEXT,0x8008CE10,2,1,1,0x8008CE10(2)
XM_PLAYSAMPLE,0x8008D184,2,1,1,0x8008D184(2)
XM_PLAYSTART,0x80088950,2,1,1,0x80088950(2)
XM_PLAYSTOP,0x800889A4,2,1,1,0x800889A4(2)
XM_QUIT,0x8008D034,2,1,1,0x8008D034(2)
XM_RESTART,0x8008CCF0,2,1,1,0x8008CCF0(2)
XM_RESTARTALL,0x8008CC98,2,1,1,0x8008CC98(2)
XM_R_ATTR,0x8009E548,2,1,1,0x8009E548(2)
XM_SCAN,0x80091260,2,1,1,0x80091260(2)
XM_SENDVAGTOSRAM,0x8008C6E8,2,1,1,0x8008C6E8(2)
XM_SENDVAGTOSRAM_NOWAIT,0x8008C778,2,1,1,0x8008C778(2)
XM_SETBPM,0x8008D418,2,1,1,0x8008D418(2)
XM_SETCHVOLUME,0x8008C4A8,2,1,1,0x8008C4A8(2)
XM_SETFILEHEADERADDRESS,0x8008D3B4,2,1,1,0x8008D3B4(2)
XM_SETMASTERPAN,0x8008CEEC,2,1,1,0x8008CEEC(2)
XM_SETMASTERVOL,0x8008CE98,2,1,1,0x8008CE98(2)
XM_SETMONO,0x8008D460,2,1,1,0x8008D460(2)
XM_SETSFXRANGE,0x8008D0B4,2,1,1,0x8008D0B4(2)
XM_SETSONGADDRESS,0x8008D334,2,1,1,0x8008D334(2)
XM_SETSONGPOS,0x8008C26C,2,1,1,0x8008C26C(2)
XM_SETSPEED,0x8008D43C,2,1,1,0x8008D43C(2)
XM_SETSTEREO,0x8008D46C,2,1,1,0x8008D46C(2)
XM_SETVAGADDRESS,0x8008D278,2,1,1,0x8008D278(2)
XM_SNGADDRESS,0x800A0E60,2,1,1,0x800A0E60(2)
XM_STOPSAMPLE,0x8008D214,2,1,1,0x8008D214(2)
XM_UPDATE,0x800888F4,2,1,1,0x800888F4(2)
XM_VABINIT,0x8008877C,2,1,1,0x8008877C(2)
_96_REMOVE,0x80011A1C,2,5,5,0x80011A1C(2);0x800199EC(2);0x80027C04(2);0x80082BB0(2);0x800905BC(2)
_96_remove,0x80017A40,4,19,21,0x80017A40(4);0x80120EEC(4);0x8001101C(2);0x80011174(2);0x80011870(2);0x80011B7C(2);0x80011C64(2);0x80015980(2);0x800160B4(2);0x80017C8C(2);0x800180D0(2);0x80019BC8(2);0x8001BFC4(2);0x8001C5E0(2);0x8001F344(2);0x8003621C(2);0x80037848(2);0x80120FF8(2);0x80121544(2)
_96_vec,0x80011B4C,2,1,1,0x80011B4C(2)
_AUTOPAN,0x80077798,2,2,2,0x80077798(2);0x800C5618(2)
_AUTOVOL,0x80079C58,2,2,2,0x80079C58(2);0x800C5920(2)
_BSS_OBJ,0x800167E0,2,2,2,0x800167E0(2);0x800919D8(2)
_BSS_OBJEND,0x8002CF18,2,2,2,0x8002CF18(2);0x800A0EC0(2)
_BSS_ORG,0x800167E0,2,2,2,0x800167E0(2);0x800919D8(2)
_BSS_ORGEND,0x8002CF18,2,2,2,0x8002CF18(2);0x800A0EC0(2)
_BSS_SIZE,0x0000F4E8,2,2,2,0x0000F4E8(2);0x00016738(2)
_BU_INIT,0x80027838,2,2,2,0x80027838(2);0x800901F0(2)
_CARD_CLEAR,0x80027878,2,2,2,0x80027878(2);0x80090230(2)
_CARD_EVENT,0x80013B34,2,2,2,0x80013B34(2);0x8008E090(2)
_CARD_EVENT_X,0x80013C80,2,2,2,0x80013C80(2);0x8008E1DC(2)
_CARD_INFO,0x80027848,2,2,2,0x80027848(2);0x80090200(2)
_CARD_LOAD,0x80027858,2,2,2,0x80027858(2);0x80090210(2)
_CARD_READ,0x80027868,2,2,2,0x80027868(2);0x80090220(2)
_CARD_WRITE,0x800278B0,2,2,2,0x800278B0(2);0x80090268(2)
_CLEAR_EVENT,0x80013C18,2,2,2,0x80013C18(2);0x8008E174(2)
_CLEAR_EVENT_X,0x80013D64,2,2,2,0x80013D64(2);0x8008E2C0(2)
_DATASECTION_OBJ,0x80010000,2,1,1,0x80010000(2)
_DATASECTION_OBJEND,0x800809DE,2,1,1,0x800809DE(2)
_DATASECTION_ORG,0x80010000,2,1,1,0x80010000(2)
_DATASECTION_ORGEND,0x800809DE,2,1,1,0x800809DE(2)
_DATASECTION_SIZE,0x000709DE,2,1,1,0x000709DE(2)
_EXITCARD,0x80027B5C,2,2,2,0x80027B5C(2);0x80090514(2)
_EX_INIT,0x80025E2C,2,1,1,0x80025E2C(2)
_EX_QUIT,0x80025E5C,2,1,1,0x80025E5C(2)
_LC,0x801A4018,4,8,9,0x801A4018(4);0x80024720(2);0x80062500(2);0x80064A88(2);0x800BA018(2);0x800C5AF0(2);0x801A4120(2);0x801B23D0(2)
_NEW_CARD,0x800278C0,2,2,2,0x800278C0(2);0x80090278(2)
_PATCH_CARD,0x80027A14,2,2,2,0x80027A14(2);0x800903CC(2)
_PATCH_CARD2,0x80027ACC,2,2,2,0x80027ACC(2);0x80090484(2)
_PATCH_GTE,0x80011B6C,2,3,3,0x80011B6C(2);0x80028060(2);0x80083278(2)
_PATCH_PAD,0x80027E64,2,3,3,0x80027E64(2);0x80082FD0(2);0x8009082C(2)
_QIN,0x800167B4,2,5,5,0x800167B4(2);0x8001FEB4(2);0x8003BEB0(2);0x80090A48(2);0x800A180C(2)
_QLOG,0x800167A4,2,4,4,0x800167A4(2);0x8001FEA4(2);0x8003BEA0(2);0x800A17FC(2)
_QOUT,0x800167B8,2,5,5,0x800167B8(2);0x8001FEB8(2);0x8003BEB4(2);0x80090A4C(2);0x800A1810(2)
_QUE,0x80024790,2,5,5,0x80024790(2);0x8002A818(2);0x8009E560(2);0x800C6268(2);0x80124DF8(2)
_RAMSIZE,0x80015554,2,5,5,0x80015554(2);0x8001E0C4(2);0x800398A4(2);0x8008EBBC(2);0x8009FA14(2)
_REMOVE_CHGCLRPAD,0x80083128,2,1,1,0x80083128(2)
_SENDPAD,0x80083058,2,1,1,0x80083058(2)
_SEND_PAD,0x80083084,2,1,1,0x80083084(2)
_SND_EV_FLAG,0x800E5B40,2,2,2,0x800E5B40(2);0x801362E4(2)
_SND_OPENFLAG,0x800E5B94,2,2,2,0x800E5B94(2);0x801B2468(2)
_SND_SEQ_S_MAX,0x80079C5C,2,2,2,0x80079C5C(2);0x800C5924(2)
_SND_SEQ_TICK_ENV,0x8004D4FC,2,2,2,0x8004D4FC(2);0x800A1860(2)
_SND_SEQ_T_MAX,0x80079C5E,2,2,2,0x80079C5E(2);0x800C5926(2)
_SN_read,0x80018128,4,1,2,0x80018128(4)
_SPUDATACALLBACK,0x80036528,2,3,3,0x80036528(2);0x80088498(2);0x8009DD58(2)
_SPUINIT,0x80035808,2,3,3,0x80035808(2);0x800877C8(2);0x8009D028(2)
_SPUISINALLOCATEAREA,0x80036E64,2,2,2,0x80036E64(2);0x8009E694(2)
_SPUISINALLOCATEAREA_,0x80036EE4,2,2,2,0x80036EE4(2);0x8009E714(2)
_SPUSETANYVOICE,0x80036B8C,2,2,2,0x80036B8C(2);0x8009E3BC(2)
_SPU_2PITCH,0x8008E88C,2,1,1,0x8008E88C(2)
_SPU_ADDRMODE,0x8004DB48,2,3,3,0x8004DB48(2);0x80090F10(2);0x800A1EAC(2)
_SPU_ALLOCBLOCKNUM,0x8004DB84,2,3,3,0x8004DB84(2);0x80090F50(2);0x800A1EE8(2)
_SPU_ALLOCLASTNUM,0x8004DB88,2,3,3,0x8004DB88(2);0x80090F54(2);0x800A1EEC(2)
_SPU_ENV,0x8004DB20,2,3,3,0x8004DB20(2);0x80090EDC(2);0x800A1E84(2)
_SPU_EVDMA,0x8004D6BC,2,3,3,0x8004D6BC(2);0x80090A78(2);0x800A1A20(2)
_SPU_FGETRXXA,0x800363D4,2,3,3,0x800363D4(2);0x8008833C(2);0x8009DBF4(2)
_SPU_FIDMA,0x80035DDC,2,3,3,0x80035DDC(2);0x80087D88(2);0x8009D5FC(2)
_SPU_FR,0x800881F0,2,1,1,0x800881F0(2)
_SPU_FR_,0x80087E44,2,1,1,0x80087E44(2)
_SPU_FSETPCR,0x80036410,2,3,3,0x80036410(2);0x80088378(2);0x8009DC30(2)
_SPU_FSETRXX,0x800362E8,2,3,3,0x800362E8(2);0x80088254(2);0x8009DB08(2)
_SPU_FSETRXXA,0x80036330,2,3,3,0x80036330(2);0x80088298(2);0x8009DB50(2)
_SPU_FW,0x8008816C,2,1,1,0x8008816C(2)
_SPU_FW1TS,0x80088420,2,1,1,0x80088420(2)
_SPU_GCSPU,0x80036868,2,3,3,0x80036868(2);0x8008D74C(2);0x8009E098(2)
_SPU_GETINTRANSFER,0x80037CB8,2,2,2,0x80037CB8(2);0x8009F4E8(2)
_SPU_INIT,0x8003597C,2,3,3,0x8003597C(2);0x80087948(2);0x8009D19C(2)
_SPU_INTRANSFER,0x8004DB5C,2,3,3,0x8004DB5C(2);0x80090F24(2);0x800A1EC0(2)
_SPU_IRQCALLBACK,0x8004DB64,2,3,3,0x8004DB64(2);0x80090F2C(2);0x800A1EC8(2)
_SPU_ISCALLED,0x8004DB24,2,3,3,0x8004DB24(2);0x80090EE0(2);0x800A1E88(2)
_SPU_KEYSTAT,0x8004D6C0,2,3,3,0x8004D6C0(2);0x80090A7C(2);0x800A1A24(2)
_SPU_MEMLIST,0x8004DB8C,2,3,3,0x8004DB8C(2);0x80090F58(2);0x800A1EF0(2)
_SPU_MEM_MODE,0x8004DB4C,2,3,3,0x8004DB4C(2);0x80090F14(2);0x800A1EB0(2)
_SPU_MEM_MODE_PLUS,0x8004DB50,2,3,3,0x8004DB50(2);0x80090F18(2);0x800A1EB4(2)
_SPU_MEM_MODE_UNIT,0x8004DB54,2,3,3,0x8004DB54(2);0x80090F1C(2);0x800A1EB8(2)
_SPU_MEM_MODE_UNITM,0x8004DB58,2,3,3,0x8004DB58(2);0x80090F20(2);0x800A1EBC(2)
_SPU_NOTE2PITCH,0x8008E918,2,1,1,0x8008E918(2)
_SPU_PITCH2NOTE,0x8008EA50,2,1,1,0x8008EA50(2)
_SPU_READ,0x80036280,2,2,2,0x80036280(2);0x8009DAA0(2)
_SPU_REV_ATTR,0x8004D6D4,2,3,3,0x8004D6D4(2);0x80090A90(2);0x800A1A38(2)
_SPU_REV_FLAG,0x8004D6C8,2,3,3,0x8004D6C8(2);0x80090A84(2);0x800A1A2C(2)
_SPU_REV_OFFSETADDR,0x8004D6D0,2,3,3,0x8004D6D0(2);0x80090A8C(2);0x800A1A34(2)
_SPU_REV_PARAM,0x8004DBE0,2,3,3,0x8004DBE0(2);0x80090FB0(2);0x800A1F44(2)
_SPU_REV_RESERVE_WA,0x8004D6CC,2,3,3,0x8004D6CC(2);0x80090A88(2);0x800A1A30(2)
_SPU_REV_STARTADDR,0x8004DB90,2,3,3,0x8004DB90(2);0x80090F60(2);0x800A1EF4(2)
_SPU_REV_WORKAREASIZE,0x8004DBB8,2,3,3,0x8004DBB8(2);0x80090F88(2);0x800A1F1C(2)
_SPU_RQ,0x80076F40,2,3,3,0x80076F40(2);0x80096400(2);0x800C4DC0(2)
_SPU_RQMASK,0x8004D6EC,2,3,3,0x8004D6EC(2);0x80090AA8(2);0x800A1A50(2)
_SPU_RQVOICE,0x8004D6E8,2,3,3,0x8004D6E8(2);0x80090AA4(2);0x800A1A4C(2)
_SPU_RXX,0x8004DB28,2,3,3,0x8004DB28(2);0x80090EF0(2);0x800A1E8C(2)
_SPU_R_,0x80035EAC,2,2,2,0x80035EAC(2);0x8009D6CC(2)
_SPU_SETINTRANSFER,0x80037C8C,2,2,2,0x80037C8C(2);0x8009F4BC(2)
_SPU_T,0x80035F68,2,3,3,0x80035F68(2);0x80087EEC(2);0x8009D788(2)
_SPU_TRANSFERCALLBACK,0x8004DB60,2,3,3,0x8004DB60(2);0x80090F28(2);0x800A1EC4(2)
_SPU_TRANSMODE,0x8004DB44,2,3,3,0x8004DB44(2);0x80090F0C(2);0x800A1EA8(2)
_SPU_TRANS_MODE,0x8004D6C4,2,3,3,0x8004D6C4(2);0x80090A80(2);0x800A1A28(2)
_SPU_TSA,0x8004DB40,2,3,3,0x8004DB40(2);0x80090F08(2);0x800A1EA4(2)
_SPU_VOICE_CENTERNOTE,0x8004D6F0,2,3,3,0x8004D6F0(2);0x80090AAC(2);0x800A1A54(2)
_SPU_WRITE,0x800361F8,2,2,2,0x800361F8(2);0x8009DA18(2)
_SPU_ZEROBUF,0x8004D720,2,3,3,0x8004D720(2);0x80090ADC(2);0x800A1A84(2)
_SSCONTBANKCHANGE,0x80095348,2,1,1,0x80095348(2)
_SSCONTDAMPER,0x80095994,2,1,1,0x80095994(2)
_SSCONTDATAENTRY,0x800953C8,2,1,1,0x800953C8(2)
_SSCONTEXTERNAL,0x80095A44,2,1,1,0x80095A44(2)
_SSCONTMAINVOL,0x800957F0,2,1,1,0x800957F0(2)
_SSCONTNRPN1,0x80095AD4,2,1,1,0x80095AD4(2)
_SSCONTNRPN2,0x80095C0C,2,1,1,0x80095C0C(2)
_SSCONTPANPOT,0x800958C4,2,1,1,0x800958C4(2)
_SSCONTRESETALL,0x80095E40,2,1,1,0x80095E40(2)
_SSCONTRPN1,0x80095D50,2,1,1,0x80095D50(2)
_SSCONTRPN2,0x80095DC8,2,1,1,0x80095DC8(2)
_SSGETMETAEVENT,0x80096DBC,2,1,1,0x80096DBC(2)
_SSGETSEQDATA,0x800322CC,2,2,2,0x800322CC(2);0x800986F4(2)
_SSINIT,0x80031144,2,2,2,0x80031144(2);0x80094F50(2)
_SSINITSOUNDSEQ,0x800971BC,2,1,1,0x800971BC(2)
_SSMARKCALLBACK,0x80076F58,2,2,2,0x80076F58(2);0x800C4DD8(2)
_SSNOTEON,0x80096F9C,2,1,1,0x80096F9C(2)
_SSREADDELTAVALUE,0x800325B0,2,2,2,0x800325B0(2);0x80097104(2)
_SSSEQGETEOF,0x80032108,2,2,2,0x80032108(2);0x80098530(2)
_SSSEQPLAY,0x80031FF8,2,2,2,0x80031FF8(2);0x80098420(2)
_SSSETCONTROLCHANGE,0x80096B7C,2,1,1,0x80096B7C(2)
_SSSETNRPNVABATTR0,0x80095F08,2,1,1,0x80095F08(2)
_SSSETNRPNVABATTR1,0x80095F98,2,1,1,0x80095F98(2)
_SSSETNRPNVABATTR10,0x80096694,2,1,1,0x80096694(2)
_SSSETNRPNVABATTR11,0x80096748,2,1,1,0x80096748(2)
_SSSETNRPNVABATTR12,0x800967F0,2,1,1,0x800967F0(2)
_SSSETNRPNVABATTR13,0x800968CC,2,1,1,0x800968CC(2)
_SSSETNRPNVABATTR14,0x8009696C,2,1,1,0x8009696C(2)
_SSSETNRPNVABATTR15,0x80096A0C,2,1,1,0x80096A0C(2)
_SSSETNRPNVABATTR16,0x80096A30,2,1,1,0x80096A30(2)
_SSSETNRPNVABATTR17,0x80096A58,2,1,1,0x80096A58(2)
_SSSETNRPNVABATTR18,0x80096A7C,2,1,1,0x80096A7C(2)
_SSSETNRPNVABATTR19,0x80096AA0,2,1,1,0x80096AA0(2)
_SSSETNRPNVABATTR2,0x80096054,2,1,1,0x80096054(2)
_SSSETNRPNVABATTR3,0x800960E4,2,1,1,0x800960E4(2)
_SSSETNRPNVABATTR4,0x80096174,2,1,1,0x80096174(2)
_SSSETNRPNVABATTR5,0x80096310,2,1,1,0x80096310(2)
_SSSETNRPNVABATTR6,0x800963C8,2,1,1,0x800963C8(2)
_SSSETNRPNVABATTR7,0x80096478,2,1,1,0x80096478(2)
_SSSETNRPNVABATTR8,0x80096528,2,1,1,0x80096528(2)
_SSSETNRPNVABATTR9,0x800965DC,2,1,1,0x800965DC(2)
_SSSETPITCHBEND,0x80096AC4,2,1,1,0x80096AC4(2)
_SSSETPROGRAMCHANGE,0x8009708C,2,1,1,0x8009708C(2)
_SSSNDCRESCENDO,0x800319A0,2,2,2,0x800319A0(2);0x80097DC8(2)
_SSSNDDECRESCENDO,0x80031C7C,2,2,2,0x80031C7C(2);0x800980A4(2)
_SSSNDNEXTSEP,0x80032668,2,2,2,0x80032668(2);0x800989D8(2)
_SSSNDPAUSE,0x80031F28,2,2,2,0x80031F28(2);0x80098350(2)
_SSSNDPLAY,0x80031FCC,2,2,2,0x80031FCC(2);0x800983F4(2)
_SSSNDREPLAY,0x80032770,2,2,2,0x80032770(2);0x80098AE0(2)
_SSSNDSETVOL,0x80099050,2,1,1,0x80099050(2)
_SSSNDSTOP,0x800327D8,2,2,2,0x800327D8(2);0x80098B48(2)
_SSSNDTEMPO,0x80032B00,2,2,2,0x80032B00(2);0x80099124(2)
_SSUTBUILDADSR,0x80096284,2,1,1,0x80096284(2)
_SSUTRESOLVEADSR,0x80096228,2,1,1,0x80096228(2)
_SS_SCORE,0x80099F80,2,2,2,0x80099F80(2);0x800C5A70(2)
_STACKSIZE,0x80015550,2,5,5,0x80015550(2);0x8001E0C0(2);0x800398A0(2);0x8008EBB8(2);0x8009FA10(2)
_SVM_AUTO_KOF_MODE,0x800E5B3C,2,2,2,0x800E5B3C(2);0x801362E0(2)
_SVM_BRR_START_ADDR,0x80076AF8,2,2,2,0x80076AF8(2);0x800A6980(2)
_SVM_CUR,0x80099EC0,2,2,2,0x80099EC0(2);0x800C5988(2)
_SVM_DAMPER,0x800C7A68,2,2,2,0x800C7A68(2);0x801265F8(2)
_SVM_ENVX_HIST,0x80079C60,2,2,2,0x80079C60(2);0x800C5928(2)
_SVM_ENVX_PTR,0x80076CD0,2,2,2,0x80076CD0(2);0x800C4B54(2)
_SVM_OKOF1,0x800C5B34,2,2,2,0x800C5B34(2);0x800E0888(2)
_SVM_OKOF2,0x800C5B36,2,2,2,0x800C5B36(2);0x800E088A(2)
_SVM_OKON1,0x800C5B3C,2,2,2,0x800C5B3C(2);0x800E08BC(2)
_SVM_OKON2,0x800C5D48,2,2,2,0x800C5D48(2);0x800E0AC8(2)
_SVM_OREV1,0x800C5D4A,2,2,2,0x800C5D4A(2);0x80122AD0(2)
_SVM_OREV2,0x800C5D4C,2,2,2,0x800C5D4C(2);0x80122AD2(2)
_SVM_PG,0x80076CCC,2,2,2,0x80076CCC(2);0x800C4B50(2)
_SVM_RATTR,0x800C6250,2,2,2,0x800C6250(2);0x80124DE0(2)
_SVM_SREG,0x8004D52C,2,2,2,0x8004D52C(2);0x800A1890(2)
_SVM_SREG_BUF,0x80076B48,2,2,2,0x80076B48(2);0x800C49D0(2)
_SVM_SREG_DIRTY,0x80099F68,2,2,2,0x80099F68(2);0x800C5A58(2)
_SVM_STEREO_MONO,0x800C5D4E,2,2,2,0x800C5D4E(2);0x801248D8(2)
_SVM_TN,0x80076CE0,2,2,2,0x80076CE0(2);0x800C4B64(2)
_SVM_VAB_COUNT,0x8007779C,2,2,2,0x8007779C(2);0x800C561C(2)
_SVM_VAB_PG,0x800C7A70,2,2,2,0x800C7A70(2);0x80126600(2)
_SVM_VAB_START,0x80079C18,2,2,2,0x80079C18(2);0x800C58E0(2)
_SVM_VAB_TN,0x800C7AF0,2,2,2,0x800C7AF0(2);0x80126688(2)
_SVM_VAB_TOTAL,0x80077758,2,2,2,0x80077758(2);0x800C55D8(2)
_SVM_VAB_USED,0x80076B38,2,2,2,0x80076B38(2);0x800C49C0(2)
_SVM_VAB_VH,0x800C7AB0,2,2,2,0x800C7AB0(2);0x80126648(2)
_SVM_VG,0x80076CD4,2,2,2,0x80076CD4(2);0x800C4B58(2)
_SVM_VH,0x80076CDC,2,2,2,0x80076CDC(2);0x800C4B60(2)
_SVM_VOICE,0x800C5D50,2,2,2,0x800C5D50(2);0x801248E0(2)
